Step,Tension_Force_1,Tension_Force_2,Tension_Force_3,Tension_Force_4,Tension_Force_5,Tension_Force_6,Tension_Force_7,Tension_Force_8,Tension_Force_9,Tension_Force_10,Tension_Force_11,Tension_Force_12,Tension_Force_13,Tension_Force_14,Tension_Force_15,Tension_Force_16,Tension_Force_17,Tension_Force_18,Tension_Force_19,Tension_Force_20,Tension_Force_21,Tension_Force_22,Tension_Force_23,Tension_Force_24
104,-1.0,1.0,-1.0,1.0,-0.58080125,0.6915934,-1.0,-0.08061984,0.56306684,-1.0,1.0,-0.04251647,1.0,-0.26317197,1.0,-0.9802172,-1.0,-1.0,-0.3887137,1.0,-1.0,1.0,0.18865812,1.0
105,-1.0,1.0,-1.0,1.0,-0.06829691,-0.14967263,-1.0,-0.3557246,1.0,-1.0,1.0,-1.0,0.9097218,-0.30761293,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.4585563,1.0
106,-1.0,1.0,-0.22218908,0.990722,-1.0,1.0,-1.0,-0.3073223,1.0,-1.0,1.0,-1.0,1.0,0.74430656,1.0,-1.0,-1.0,-1.0,-0.9963163,1.0,-1.0,0.2720536,-0.6255963,1.0
107,-1.0,1.0,-0.00420703,1.0,0.29120916,1.0,-1.0,-0.4313071,1.0,-1.0,1.0,-1.0,1.0,0.4677116,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.4313811,-1.0,1.0
108,-1.0,1.0,0.38049966,1.0,1.0,-0.5150553,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.9034607,-0.7883346,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.0138203055,-1.0,1.0
109,-1.0,1.0,0.056612477,1.0,-0.04722956,-1.0,-0.99343884,-0.64434385,0.938419,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.95563275,0.16001116,-1.0,1.0
110,-1.0,1.0,0.32049412,1.0,0.5488197,-1.0,-1.0,-0.35536388,0.9864365,-0.527028,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.6495276,-1.0,1.0
111,-1.0,1.0,0.7930837,1.0,-0.8045318,-1.0,-1.0,-0.75868833,1.0,-0.256167,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
112,-1.0,1.0,1.0,1.0,0.10607867,-1.0,-1.0,-1.0,1.0,-0.10510951,1.0,-1.0,1.0,-1.0,1.0,-0.8375654,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.35853004,1.0
113,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.99037814,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9699124,1.0,-1.0,1.0,-0.38099527,1.0
114,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-0.4675688,0.8823661,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.91527545,-0.7594975,0.98217154
115,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.9329461,-0.4083229,1.0,1.0,1.0,-0.76736176,1.0,-1.0,1.0,-0.98021066,-1.0,-1.0,-1.0,1.0,-1.0,0.8348464,-1.0,1.0
116,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.14539951,-0.519745,1.0,1.0,1.0,-0.870649,0.7433867,-1.0,1.0,-1.0,-0.20576593,-1.0,-1.0,1.0,-1.0,0.028233036,-1.0,0.89576995
117,-0.73878884,1.0,1.0,1.0,1.0,-1.0,0.065184176,0.46663365,1.0,0.6703937,1.0,-0.45636207,0.74121577,-1.0,1.0,-1.0,0.22420937,-1.0,-1.0,1.0,-1.0,0.66378754,-1.0,1.0
118,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.34843653,0.12655428,1.0,1.0,1.0,-0.43504786,1.0,-1.0,1.0,-1.0,-0.74957585,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
119,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.14674279,1.0,0.7642782,1.0,-0.80857134,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
120,-1.0,1.0,1.0,1.0,0.11888307,-1.0,-0.92102456,-0.54809904,1.0,0.47672206,1.0,-0.16991478,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
121,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.210372,1.0,-0.7841986,1.0,-0.5780797,1.0,-1.0,1.0,-0.5107027,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
122,-1.0,0.9743305,1.0,1.0,1.0,-1.0,-0.67061996,-0.65907013,1.0,-0.8358967,1.0,-0.6550773,0.965393,-1.0,1.0,-0.4729384,-0.34564874,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
123,-1.0,1.0,1.0,1.0,0.52867985,-1.0,-0.21519932,-0.4806789,0.12229946,0.036105335,1.0,-0.5081706,1.0,-1.0,1.0,-0.054718703,-0.023195118,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
124,-1.0,1.0,1.0,1.0,0.067861736,-0.8566711,-0.3160251,-0.44152984,0.54819584,-0.7133021,0.56445736,-0.14712536,1.0,-1.0,1.0,-0.123043746,-0.6907592,-1.0,-1.0,1.0,-1.0,0.6606271,-1.0,1.0
125,-1.0,1.0,1.0,1.0,-1.0,-0.74619186,0.11742726,-0.20572427,-0.31539604,-0.6229052,0.23454104,0.64722824,1.0,-1.0,1.0,-1.0,0.008676589,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
126,-1.0,1.0,0.22814254,1.0,-1.0,-1.0,-0.14939442,-0.7122779,0.17873314,0.5447445,0.9085453,-0.006665528,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.92151093,-1.0,1.0
127,-1.0,1.0,0.39792424,1.0,-1.0,-0.16722691,0.12709829,0.12586954,0.473644,0.7629147,0.5789781,0.9579084,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9754119,-0.7269811,1.0
128,-1.0,1.0,1.0,1.0,-0.7431259,0.7234493,0.36610308,-0.4837161,0.7110925,-0.017517865,0.24241854,0.7630942,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.3237322,1.0
129,-1.0,1.0,0.9730608,1.0,-0.9107123,1.0,-0.027254477,0.25337997,0.121673256,0.52862895,-0.23306118,0.81244373,1.0,-0.58317053,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.6361332,1.0
130,-1.0,1.0,0.2110361,1.0,-1.0,1.0,0.5807015,0.082071096,0.3060961,0.26051736,0.6710264,1.0,1.0,-1.0,1.0,-1.0,-0.7445018,-1.0,-1.0,1.0,-1.0,1.0,-0.11928302,1.0
131,-1.0,1.0,0.45578754,0.8629561,-0.7061527,1.0,0.5633129,0.5696038,-0.2798135,1.0,-0.37802756,1.0,1.0,-0.8025287,1.0,-1.0,-0.8283255,-0.94713855,-1.0,1.0,-1.0,1.0,-0.55673695,1.0
132,-1.0,1.0,-0.020650879,1.0,-1.0,0.11587778,0.61235285,1.0,-0.016754895,0.11374414,0.4672581,1.0,1.0,-1.0,1.0,-1.0,-0.5624945,-1.0,-1.0,1.0,-1.0,1.0,-0.70893633,1.0
133,-1.0,1.0,-0.029693857,1.0,-1.0,0.12621504,0.5563754,0.14055553,-0.8104626,-0.10517776,-0.005697772,0.6817732,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
134,-1.0,0.6332314,-1.0,1.0,-1.0,-0.5329474,0.5349989,-0.6486554,-1.0,-0.9105503,-0.3024639,0.18716174,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
135,-1.0,1.0,-1.0,1.0,-0.9660947,-1.0,0.39332625,0.26099184,-1.0,-0.41082156,-0.6794567,-0.09057164,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.76810336,1.0,-0.023033977,1.0,-1.0,1.0
136,-1.0,0.62638956,-0.7343871,1.0,-1.0,-0.52475905,0.8117807,0.5379478,-1.0,-0.2216956,-0.60342604,1.0,1.0,-1.0,1.0,-1.0,-0.4520178,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
137,-1.0,1.0,0.46611875,1.0,-1.0,-0.9141768,0.74726725,1.0,0.33736476,0.48459947,-0.29245055,1.0,1.0,-1.0,1.0,-1.0,-0.38469002,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0
138,-1.0,1.0,1.0,1.0,-1.0,-0.11883271,0.4075041,-0.122945815,-0.5605447,-0.06354052,-0.3723474,1.0,1.0,-1.0,1.0,-1.0,-0.87830377,-1.0,-1.0,1.0,-1.0,1.0,-0.7724849,1.0
139,-1.0,1.0,-0.3969131,1.0,-1.0,0.055836763,1.0,1.0,-1.0,0.79251045,-0.7737003,1.0,1.0,-0.53324324,1.0,-1.0,0.39077,-1.0,-1.0,1.0,-0.29992622,1.0,-1.0,1.0
140,-1.0,1.0,1.0,1.0,-1.0,0.22037017,-0.6340126,0.038874775,1.0,1.0,-0.28327435,0.91900444,1.0,-0.5697251,1.0,-1.0,-0.19968948,-1.0,-1.0,0.22332227,-1.0,1.0,-0.43007183,1.0
141,-1.0,1.0,1.0,1.0,-1.0,0.24477464,-0.11222187,0.11997464,0.26321974,0.11438665,-0.18274741,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.39356303,1.0
142,-1.0,1.0,0.2229567,1.0,-0.47493678,0.73114455,1.0,1.0,-1.0,1.0,-0.77393395,1.0,1.0,-0.992029,1.0,-1.0,0.100284964,-1.0,-0.7978984,1.0,-0.36601126,1.0,-0.8660695,1.0
143,-1.0,1.0,-1.0,1.0,-0.78876764,0.016870137,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-0.23822251,1.0,-1.0,1.0,-1.0,-1.0,-0.11870182,-0.85660225,1.0,-0.97611606,1.0
144,-1.0,1.0,-0.10520686,1.0,-0.33686513,-0.31992924,1.0,1.0,0.07924184,1.0,0.13570131,1.0,1.0,0.3855259,1.0,-1.0,0.8550482,-1.0,-1.0,-0.67214584,-0.45367932,1.0,-0.6805165,1.0
145,-1.0,1.0,0.120465145,0.90981156,-0.8541604,-0.7409001,1.0,1.0,0.7621069,1.0,0.19339396,1.0,1.0,1.0,1.0,-1.0,0.84086657,-1.0,-0.99054193,-0.23697722,-0.29099685,1.0,-0.69582087,1.0
146,0.81245494,1.0,0.11516152,0.055099323,-0.19858992,0.35325646,1.0,1.0,0.13170037,0.7835956,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.55963147,-1.0,-0.042950958,-0.18202412,-0.13131931,1.0,-0.73324436,1.0
147,1.0,1.0,-1.0,1.0,1.0,-0.18657815,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.8015063,-1.0,0.6248733,1.0,0.31339562,1.0,-1.0,1.0
148,1.0,1.0,-1.0,1.0,-0.34719944,1.0,-0.9281424,1.0,1.0,1.0,-0.3133933,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.73355305,0.57602096,0.76733625,0.40111977,1.0,-1.0,0.8988139
149,0.95477057,1.0,-1.0,1.0,0.7975059,1.0,-1.0,1.0,1.0,1.0,0.93632174,1.0,1.0,1.0,0.58779657,-0.9491863,-1.0,-0.9647789,0.9135145,1.0,0.33062702,1.0,-1.0,0.22195679
150,0.6424978,1.0,-1.0,1.0,1.0,0.59357405,-1.0,1.0,1.0,1.0,0.16256396,1.0,1.0,1.0,1.0,-0.6810025,-1.0,-0.8175051,1.0,1.0,0.5018624,1.0,-1.0,1.0
151,1.0,1.0,-1.0,1.0,1.0,-0.7549624,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.16649437,0.9033027,1.0,-1.0,1.0
152,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.9231721,1.0,1.0,0.9097437,-1.0,1.0,1.0,1.0,1.0,-0.58597875,-1.0,-1.0,0.7240329,0.48676598,1.0,1.0,-1.0,1.0
153,1.0,1.0,-0.22951014,1.0,1.0,-1.0,-1.0,1.0,1.0,0.84117407,-1.0,1.0,1.0,1.0,1.0,-0.98254156,-0.9673884,-1.0,0.47340974,1.0,1.0,1.0,-1.0,1.0
154,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.66524667,-0.6667164,1.0,1.0,0.6093264,1.0,-0.45149317,-1.0,-1.0,-0.7930838,1.0,1.0,1.0,-1.0,1.0
155,0.8900734,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.79286045,-0.57032543,0.37144947,1.0,-0.11946496,1.0,-0.37898222,-0.7870791,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0
156,0.76890135,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.79393727,-1.0,0.21999538,1.0,-0.17599335,1.0,0.027667552,0.024170548,-1.0,-1.0,-0.115211375,1.0,1.0,-1.0,1.0
157,0.3302782,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-0.45770976,1.0,0.9066464,0.10988131,-1.0,-1.0,-0.0011242703,1.0,1.0,-1.0,1.0
158,-0.50445616,1.0,1.0,1.0,1.0,-0.8720727,-1.0,1.0,1.0,0.6815484,-1.0,1.0,1.0,-0.13878527,1.0,0.17991462,0.8977518,-1.0,-1.0,-0.5635654,1.0,1.0,-1.0,1.0
159,0.8546629,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.53328365,-1.0,1.0,1.0,-0.85589236,1.0,-0.25499776,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
160,0.86438274,1.0,0.7018711,1.0,1.0,-1.0,-0.74183136,1.0,1.0,0.16236871,-1.0,1.0,1.0,-0.39864925,1.0,-0.79252994,0.2413052,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
161,0.8023752,1.0,-0.108722106,1.0,1.0,-1.0,-1.0,1.0,1.0,0.7539944,-1.0,1.0,1.0,-0.36236265,1.0,-1.0,0.48589155,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
162,1.0,1.0,-0.2443821,1.0,1.0,-1.0,-1.0,1.0,1.0,0.47355884,-1.0,0.92841387,1.0,-0.2233539,1.0,-1.0,0.37660787,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0
163,0.62195504,1.0,0.3991589,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.97025204,1.0,-0.45577154,1.0,-1.0,0.18006209,-1.0,-0.5277225,-0.81789994,1.0,1.0,-1.0,1.0
164,0.536883,1.0,0.86280894,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.3268031,1.0,-1.0,1.0,-0.5916641,0.14978269,-1.0,-1.0,-0.59569407,1.0,1.0,-1.0,1.0
165,-0.071713895,1.0,0.21114157,1.0,1.0,-1.0,-1.0,0.6518868,1.0,1.0,-1.0,0.36403614,1.0,-0.8414209,1.0,-0.9844997,-0.62532675,-1.0,-1.0,0.36283416,1.0,1.0,-1.0,1.0
166,1.0,1.0,0.4525702,1.0,1.0,-1.0,-0.9740883,0.7034155,1.0,0.5125912,-1.0,0.17567974,1.0,-1.0,1.0,-1.0,-0.29736558,-1.0,-1.0,1.0,0.6087822,1.0,-1.0,1.0
167,0.95937943,1.0,-0.5293113,1.0,1.0,-1.0,-1.0,0.29364726,1.0,-0.8025356,-1.0,0.64708614,1.0,-1.0,1.0,-0.8389857,-1.0,-1.0,-0.7703359,1.0,1.0,1.0,-1.0,1.0
168,1.0,1.0,-0.7246142,1.0,1.0,-1.0,-0.7900442,0.318678,0.08465728,-0.3862785,-0.47297835,-0.09722364,1.0,-1.0,1.0,-0.30760893,-1.0,-1.0,-0.6355525,1.0,1.0,1.0,-1.0,1.0
169,0.9658632,1.0,-1.0,1.0,1.0,-1.0,-0.32449088,0.7127906,0.36153188,-0.4082998,-0.73631805,-0.39026585,1.0,-1.0,1.0,1.0,-0.668761,-1.0,-0.11438528,1.0,0.88898987,1.0,-1.0,1.0
170,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.16421318,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.67681634,1.0,0.9602747,1.0,-1.0,-0.17086181,0.93606055,1.0,1.0,-1.0,1.0
171,-0.05078718,1.0,-1.0,1.0,1.0,-1.0,-0.340902,0.814518,-0.88821244,-0.36200178,-1.0,-0.66635144,1.0,-1.0,1.0,1.0,0.009484082,-1.0,1.0,0.14309645,1.0,1.0,-1.0,1.0
172,-0.9949881,1.0,-1.0,1.0,1.0,-1.0,-0.48643768,0.67802703,-0.16449049,-0.86910504,-1.0,-1.0,1.0,-0.7678895,1.0,1.0,0.4516485,-1.0,0.837428,0.100633256,1.0,1.0,-1.0,1.0
173,-1.0,1.0,-0.7756887,1.0,1.0,-1.0,-0.9072151,-0.022049814,-0.52700853,-1.0,-0.362159,-1.0,1.0,-0.8051821,1.0,1.0,0.010376364,-1.0,1.0,0.5206428,1.0,1.0,-1.0,1.0
174,-1.0,1.0,-0.7611038,1.0,1.0,-1.0,-0.30772418,0.26753607,0.21781173,-0.39109272,-0.311414,-1.0,1.0,-0.9985216,1.0,1.0,-0.043126076,-1.0,1.0,0.5122903,1.0,1.0,-1.0,1.0
175,-0.8023523,1.0,-0.9880226,1.0,1.0,-1.0,0.7467444,1.0,0.62028086,0.3028813,-1.0,-0.5533975,1.0,-1.0,1.0,0.85333014,0.0052765906,-1.0,1.0,-0.3855008,1.0,1.0,-1.0,1.0
176,-0.89234376,1.0,-0.92256457,1.0,1.0,-1.0,-1.0,-0.23908326,0.94308937,-0.47460717,-1.0,0.74365926,1.0,-1.0,1.0,1.0,0.71566314,-1.0,0.72213984,-1.0,1.0,1.0,-1.0,1.0
177,-0.506209,1.0,-0.7714667,1.0,1.0,-1.0,-1.0,1.0,0.25570208,-0.71946794,-1.0,0.08608061,1.0,-1.0,1.0,0.9514812,0.79622173,-1.0,0.928604,-1.0,1.0,1.0,-1.0,1.0
178,-0.85172164,1.0,-1.0,1.0,1.0,-1.0,0.20420545,0.8142718,0.6750723,-0.28584045,-1.0,-0.13764238,1.0,-1.0,1.0,1.0,0.1736413,-1.0,1.0,-0.8490801,1.0,1.0,-1.0,1.0
179,-0.47291395,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.8203573,0.04773134,-1.0,-0.7391306,0.6549015,1.0,-1.0,1.0,1.0,0.5893458,-1.0,0.9379144,-1.0,1.0,1.0,-1.0,1.0
180,-0.98011565,1.0,-1.0,1.0,1.0,-1.0,-0.13995072,0.4599658,-0.22765878,-0.5840141,-1.0,-0.32145077,1.0,-1.0,1.0,1.0,-0.075663716,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
181,-0.1418288,1.0,-1.0,1.0,1.0,-1.0,-0.7504442,-0.11646888,-0.022994012,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.31090274,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
182,-0.18401751,1.0,-1.0,1.0,1.0,-1.0,-0.26619378,0.107399076,0.16469005,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.23403183,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
183,0.68223286,1.0,-1.0,1.0,1.0,-1.0,-0.65951693,-0.18604878,-0.3176001,-1.0,0.050777122,1.0,1.0,-1.0,1.0,1.0,-0.62571394,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
184,0.5069901,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.6665635,-0.41485032,-1.0,0.6175759,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
185,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.74591017,-0.6556808,-1.0,-1.0,-0.20239018,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
186,0.60806286,1.0,-1.0,1.0,1.0,-1.0,0.001504451,-0.49785164,-0.7277657,-1.0,-0.06213753,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0
187,0.30994907,1.0,-1.0,1.0,1.0,-1.0,-0.07060471,-0.3072568,-1.0,-1.0,0.0840372,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.81791764,1.0,-1.0,1.0
188,-0.24145326,1.0,-1.0,1.0,0.91786706,-1.0,0.4219587,-0.26663336,-1.0,-1.0,0.1708221,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.62341577,1.0,-1.0,1.0
189,-0.040231645,1.0,-1.0,1.0,0.59123844,-1.0,0.082296014,0.0912396,-1.0,-1.0,0.83955586,1.0,1.0,-1.0,0.2892054,1.0,-0.99066377,-1.0,0.9377456,-1.0,1.0,1.0,-1.0,1.0
190,-0.6726022,1.0,-1.0,1.0,0.32329124,-1.0,-0.9905305,-0.7299112,-1.0,-1.0,1.0,1.0,1.0,-0.4515008,-0.36246577,1.0,-1.0,-1.0,0.44721943,-1.0,1.0,1.0,-1.0,0.3235591
191,-0.7136934,1.0,-1.0,1.0,-0.82157403,-1.0,-1.0,-0.59355867,-1.0,-1.0,1.0,1.0,1.0,-0.2980782,-0.2237759,0.9231067,-1.0,-1.0,-0.18595913,-1.0,1.0,1.0,-1.0,0.04442478
192,-0.5349448,1.0,-1.0,1.0,-0.31130743,-1.0,0.7018571,0.3694312,-1.0,-1.0,0.78711885,-0.04366097,1.0,0.6571757,1.0,0.15932018,-0.62766373,-1.0,0.58823514,-1.0,1.0,1.0,-1.0,1.0
193,-0.4437305,1.0,-1.0,1.0,0.9422357,-1.0,-0.36949512,-0.11164048,-1.0,-1.0,-0.20118012,-1.0,1.0,0.36698082,0.32524213,1.0,-0.58702385,-1.0,0.38973686,-1.0,1.0,1.0,-1.0,1.0
194,-0.6505562,1.0,-1.0,1.0,0.13158157,-1.0,-0.45202872,-0.037588388,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.71328497,0.61037564,-1.0,-1.0,0.33989224,-1.0,1.0,1.0,-1.0,1.0
195,-0.71046454,1.0,-1.0,1.0,-0.18797535,-1.0,-0.9368347,-0.3400955,-1.0,-1.0,0.5012313,-1.0,1.0,1.0,0.07326391,0.20811847,-0.9619783,-1.0,0.71000344,-1.0,1.0,1.0,-1.0,0.5288156
196,-0.3767275,1.0,-1.0,1.0,-0.20871836,-1.0,0.39668307,-0.5605254,-1.0,-1.0,-0.029384896,-0.8334421,1.0,1.0,-0.73864985,-0.021220237,-0.36849353,-1.0,0.15289822,-1.0,1.0,1.0,-1.0,0.64735955
197,-0.7436584,1.0,-1.0,1.0,-0.89067006,-1.0,-0.5483005,-1.0,-1.0,-1.0,1.0,-0.46850035,1.0,1.0,-1.0,0.8282143,0.37308916,-1.0,0.28669998,-1.0,1.0,1.0,-1.0,0.10011441
198,-1.0,1.0,-1.0,1.0,-0.27694702,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.47923672,1.0,1.0,-1.0,0.26798394,0.113016635,-1.0,0.30742905,-1.0,1.0,0.5866092,-1.0,0.29208648
199,-1.0,1.0,-1.0,1.0,-0.77957064,-0.48051697,-1.0,-0.62593806,-1.0,-0.03595352,1.0,0.18029153,1.0,1.0,-1.0,-0.74774134,-0.18478355,-1.0,0.5463172,-0.6106222,1.0,1.0,-1.0,0.25466287
200,-0.40768358,1.0,-1.0,1.0,-0.38340002,-0.61414796,-0.9447751,0.30485055,-1.0,-0.20850086,1.0,0.8708925,1.0,1.0,-1.0,-1.0,-0.6913457,-1.0,0.8816534,-0.4717649,1.0,1.0,-1.0,0.6497865
201,-0.51617575,1.0,-1.0,1.0,0.4507208,-0.4366452,-0.7073399,-0.13685307,-1.0,0.62620866,1.0,1.0,1.0,1.0,-0.96912265,-0.8895016,-0.52877474,-1.0,1.0,-0.30155954,0.87882566,1.0,-1.0,0.4861312
202,-0.97837675,1.0,-1.0,1.0,0.50776577,-1.0,-1.0,0.3447617,-0.99816453,1.0,1.0,1.0,1.0,1.0,-1.0,-0.8368045,-0.22037116,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.108684905
203,-1.0,1.0,-1.0,1.0,0.3954723,-1.0,-1.0,0.23044932,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.4575909,0.033195168,-1.0,0.79606247,-1.0,1.0,1.0,-1.0,-0.07674234
204,-1.0,1.0,-1.0,1.0,-0.26302576,-0.5869427,-1.0,0.39531136,-1.0,1.0,1.0,0.6110623,1.0,1.0,-1.0,-0.6287644,0.34261683,-1.0,0.31596184,-1.0,1.0,1.0,-1.0,0.17970401
205,-1.0,1.0,-1.0,1.0,-0.90112394,-0.1463725,-1.0,0.6020721,-1.0,0.28736302,1.0,-0.6468893,1.0,1.0,-1.0,-0.20747614,0.5118768,-1.0,-0.5172416,-1.0,1.0,1.0,-1.0,0.4278844
206,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.098834544,-1.0,0.9031921,1.0,-1.0,1.0,1.0,-1.0,-0.27086043,-0.2846512,-1.0,-0.22107896,-1.0,1.0,1.0,-1.0,-0.3815533
207,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.14073247,-1.0,0.8926983,1.0,-1.0,1.0,1.0,-0.8883724,-0.20117654,-1.0,-1.0,0.02449897,-1.0,1.0,1.0,-1.0,-0.73843634
208,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.098201305,-1.0,1.0,1.0,-0.17746231,1.0,1.0,-0.82939005,-0.3297071,-1.0,-1.0,0.14010164,-1.0,1.0,1.0,-1.0,-0.7160584
209,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.30674276,-1.0,1.0,1.0,0.18207902,1.0,1.0,-1.0,-0.7334187,-1.0,-1.0,0.08060971,-1.0,1.0,1.0,-1.0,-0.83549
210,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.40798554,-1.0,1.0,1.0,0.12079871,1.0,1.0,-1.0,-0.50975335,-1.0,-1.0,0.41388097,-1.0,1.0,1.0,-1.0,-0.90613514
211,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.30908868,-1.0,1.0,1.0,-0.26148868,1.0,1.0,-1.0,-0.40559107,-1.0,-1.0,-0.01265946,-1.0,1.0,1.0,-1.0,-0.8912058
212,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.5558063,-1.0,0.5154619,1.0,-0.6451453,1.0,1.0,-1.0,0.0060857534,-0.592072,-1.0,-0.2891948,-1.0,1.0,1.0,-1.0,-0.3955751
213,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.34743702,-1.0,-0.33940387,1.0,0.4034313,1.0,1.0,-1.0,-0.34168428,0.24349633,-1.0,0.052304953,-1.0,1.0,0.5142653,-1.0,-1.0
214,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.8976705,-1.0,-0.4269176,1.0,-1.0,1.0,1.0,-1.0,0.07173492,0.45743266,-1.0,-0.4347997,-1.0,1.0,-0.30193108,-1.0,-1.0
