Step,Tension_Force_1,Tension_Force_2,Tension_Force_3,Tension_Force_4,Tension_Force_5,Tension_Force_6,Tension_Force_7,Tension_Force_8,Tension_Force_9,Tension_Force_10,Tension_Force_11,Tension_Force_12,Tension_Force_13,Tension_Force_14,Tension_Force_15,Tension_Force_16,Tension_Force_17,Tension_Force_18,Tension_Force_19,Tension_Force_20,Tension_Force_21,Tension_Force_22,Tension_Force_23,Tension_Force_24
76,-15.890881733975377,0.0,0.0,0.0,-13.60908273633465,-11.757769607190369,-15.097199823233362,-4.595959213565308,-0.4397980667219948,-5.900582634566343,0.0,-8.526972154765678,0.0,-16.2329067780683,0.0,-15.686370618250029,-8.124052461020488,-15.926337908460805,-15.730900075277445,0.0,-16.3171714992493,0.0,-15.149759933141716,0.0
77,-15.7370603405107,0.0,0.0,0.0,-16.311017310567053,-12.779733940085876,-10.97674044921686,-7.504354442120448,0.0,-4.947701100339879,0.0,-10.460318929519604,0.0,-16.15976291359338,0.0,-16.123068460037793,-9.593639335576002,-16.166982835683516,-15.917106072062483,0.0,-16.30561543217519,0.0,-15.825114210779335,0.0
78,-15.832875745021958,0.0,0.0,0.0,-13.357277208735725,-15.31571604451197,-13.47236198065932,-6.90410293633901,0.0,-1.8340583868366467,0.0,-8.99899497500359,0.0,-16.148443255124086,0.0,-16.17157256834014,-12.455268264308625,-16.162644154050522,-16.215114032264776,0.0,-15.841660028787208,0.0,-16.020537944013835,0.0
79,-16.095772066051513,0.0,0.0,0.0,-3.0986700240429625,-16.160630564984995,-8.76245089946332,-7.359220684121542,0.0,-4.179369082224124,0.0,-13.763624396500427,0.0,-15.962441575728302,0.0,-15.975682362050893,-16.318735667294224,-16.246248435604606,-16.2454833198891,0.0,-16.248779011832593,-1.5374729975517536,-16.144504474722986,0.0
80,-15.483467425871694,0.0,0.0,0.0,-3.2799209422818887,-16.0047965988415,-15.790270392361446,0.0,0.0,-4.90007445649407,0.0,-11.798270114612098,0.0,-15.713198401482734,0.0,-16.034954110235702,-15.992840967899056,-16.303733808813153,-15.858196192498902,0.0,-16.17596025007846,-2.160094213213914,-16.140378234472347,0.0
81,-10.103954151843944,0.0,0.0,0.0,-5.993318667458748,-16.037788271993325,-10.785865196515873,-0.05327288205778984,0.0,-9.319768150995872,0.0,-7.862471160359469,0.0,-16.16803820122266,0.0,-15.810642140183626,-16.00477563117857,-15.818316949449686,-15.926441644737343,0.0,-16.16236573427895,0.0,-16.198825391372456,0.0
82,-13.054201622761525,-1.7140584647069408,0.0,0.0,-1.3986454179875838,-15.80541271383408,-11.211128517357809,-1.5328361759183706,0.0,-12.671711944105121,-5.459003064160019,-7.2202079646380275,0.0,-15.780512800401713,0.0,-15.899132679569767,-15.044890872021783,-15.791651191800941,-16.135952807858814,0.0,-16.142788350785175,-3.5934730160126938,-16.205831142978134,0.0
83,-13.87195026993943,0.0,0.0,0.0,0.0,-15.709359792708728,-8.399464492554754,-7.46186279038686,0.0,-15.910214362449565,-2.7630128643782985,-10.520912152823035,0.0,-16.148519410077363,0.0,-12.00993168741748,-15.80246534307461,-16.183941326293304,-15.747647447982585,0.0,-14.613539918904582,-5.55963033611581,-16.15651991876586,0.0
84,-15.712587692707904,0.0,-0.7287463899833497,0.0,0.0,-15.743169641115678,-12.680241307247616,-2.709645710931918,0.0,-4.459323137634969,-10.327362046679387,-5.078210250198462,0.0,-16.163252555270674,0.0,-16.038683674981016,-15.785312150596654,-16.08358159836673,-15.961292811877582,0.0,-16.319508934584245,0.0,-15.74041955780066,0.0
85,-15.301241840124417,0.0,0.0,0.0,0.0,-16.285015827368305,-16.23317957853842,-14.333558929354936,0.0,-11.24334026384529,-9.669438730300168,-10.39288956475097,-3.5292455871748882,-16.26574935357187,0.0,-16.171507146572374,-16.27718279533184,-15.914803457296935,-15.93520709798748,-5.383751003478142,-7.290446466727877,0.0,-15.803371767925345,0.0
86,-16.14345660683471,0.0,-7.2750096008321705,0.0,0.0,-16.1801820875899,-15.749291048894765,-15.750421250808463,0.0,-10.532693928056387,-5.5604418632679335,-8.656637197732161,0.0,-15.700948898421471,0.0,-10.656131305793961,-16.077233988706247,-16.12819062912919,-16.02084173191938,0.0,-16.283948349680863,0.0,-16.293216077051635,0.0
87,-16.100585526995587,0.0,-9.536707898241028,0.0,-1.4539682188594008,-15.713930306321677,-11.417761975917308,-15.720345244510986,-10.616742748429779,-15.737925191239698,-15.02799542440391,-8.699586795888536,0.0,-15.863929245917712,0.0,-15.80089645003715,-16.12680204809964,-16.311753203354762,-15.7841051197628,0.0,-16.06725226933783,-1.6239596565957497,-16.1497759402652,0.0
88,-15.638058140349376,0.0,-10.57473909633144,0.0,0.0,-14.765923566660813,-9.612344818664125,-15.248226525655449,-15.207343184083076,-16.198501804095947,-15.896475910227979,-10.673338990883398,0.0,-16.275425067101466,0.0,-15.912749071316762,-16.009247868616317,-16.24093854272578,-15.966118051507085,0.0,-16.198006355906298,-3.62038093351779,-15.746525887341074,0.0
89,-14.236255149693505,0.0,-11.172968553380512,0.0,-2.9228348317603916,-15.707980914243072,-5.96410742098392,-15.927205033836907,-16.16747212681419,-16.216299993648814,-16.0174277462086,-7.809656994056535,0.0,-16.1994136581279,0.0,-15.932256323124989,-15.714711556325451,-15.96544840755583,-15.686374584327933,0.0,-15.913997065139439,0.0,-16.16951527754257,0.0
90,-13.753342780872366,0.0,-13.702640604374063,0.0,-3.857017364940155,-15.933346410697155,-5.290771281329098,-16.11454890383707,-15.680113776808623,-15.705426458364052,-15.854474496180918,-8.929838173480153,0.0,-16.028600127205923,0.0,-15.839704987034251,-15.69784657757567,-15.946446540990241,-15.721282730049722,0.0,-15.85683368298767,0.0,-16.253190163129176,0.0
91,-11.289197955873007,-1.2476261037291452,-9.501677735996577,0.0,-1.2410630436839694,-16.19785437866136,-1.9718215965897545,-15.947930911060022,-16.251543860849186,-14.788611381501834,-13.641902181414544,-10.537612310456952,0.0,-15.685585856156528,0.0,-13.510230193236573,-16.159146798350168,-15.806975488958916,-15.884370650320633,0.0,-15.928989842694772,-2.7651287971535656,-15.867905457559711,0.0
92,-14.407677285943658,0.0,-9.532888409133276,0.0,-6.395058614802991,-16.255099737251435,-3.1245419538658425,-15.48071418038277,-15.908083737502094,-14.58813356761823,-9.62014377983295,-8.897158823649274,0.0,-15.873310256052337,0.0,-11.836117939788691,-15.980776646990913,-16.140642325723782,-16.312842126015518,0.0,-16.177487072566873,-1.7895712207586603,-16.08003918829446,0.0
93,-15.88965092393146,0.0,-12.469978734777696,0.0,-13.053315572617672,-15.791902881787975,-3.299566396529566,-13.324946234226397,-15.711484542559365,-14.710412250742133,-9.074529550231476,-7.326589964596843,0.0,-16.01580838267622,0.0,-11.98952316847672,-16.281444297151324,-16.163041419577628,-15.992595393562128,0.0,-14.18425815161407,-0.8650359828794624,-16.020055118687278,0.0
94,-16.084814772505204,0.0,-15.889071081767542,0.0,-13.339946981478544,-16.238591707175097,-4.555115880867616,-14.798400474023131,-15.94982911059049,-10.95935105577821,-10.218820049309562,-7.907635023761552,0.0,-15.737255576399622,0.0,-13.208618893986833,-14.838213413769568,-15.701558732836302,-15.932719367837741,0.0,-13.829736886724149,-1.7127124497128088,-16.1037588699998,0.0
95,-15.933332427610967,0.0,-16.285039542380154,0.0,0.0,-16.086886819536627,-2.0325105282273617,-14.187578768418183,-7.586140820877812,-15.73728253375853,-16.28883515438283,-4.418616864998007,0.0,-15.693218079631368,0.0,-15.782753149346464,-15.014050228887582,-16.23780637550399,-15.81086125080294,0.0,-12.378786027266823,0.0,-15.788125771083985,0.0
96,-15.827276235954969,0.0,-6.9726376804914265,0.0,-7.860698650165419,-10.084238289050905,-4.667200239164879,-15.944518918891253,-8.80790164926638,-14.85455826718243,-12.373848799168272,-12.245788906092866,0.0,-15.811032855221352,0.0,-16.179412912538083,-11.723473994316544,-16.270474105258845,-16.28295879790611,0.0,-15.204266369973757,0.0,-16.021220468260353,0.0
97,-15.74705983975035,0.0,-4.9350447352146425,0.0,-12.981423489863415,-6.216324230733267,-5.867714151337628,-13.053798539457063,-12.179238031820958,-12.250143092553863,-15.80477740038975,-13.22799721072825,0.0,-16.037361038137405,0.0,-15.705363475976094,-16.031438099638404,-16.098014299531734,-16.07110989849843,0.0,-15.879054951562155,-1.6457651690112451,-16.15281284574325,0.0
98,-15.924258572962358,0.0,-9.445360369604016,0.0,-13.415744133424798,-6.9999905498923525,-2.4553164190267807,-12.54882267376008,-5.054653013157167,-10.56463917964062,-16.064810784534803,-9.119562486063536,0.0,-16.27945078955429,0.0,-16.217460302715402,-13.003416471898287,-15.93211255448216,-15.692921783206751,0.0,-13.992080674169504,0.0,-13.848265761155385,0.0
99,-15.971876796923592,0.0,-2.271272157389113,-5.971296914887118,-16.192276878655353,0.0,-10.991848912578089,-9.09962364227406,-9.123463359936183,-15.912655660155064,-10.300441891556396,-11.862632229566904,0.0,-15.872365287877477,0.0,-15.718714478474892,-8.792494484992943,-16.282997727211868,-16.072852155573162,0.0,-4.496052417623371,0.0,-12.592914602418873,0.0
100,-16.245210519214535,0.0,-3.413407122349759,-2.7615191564860577,-16.166932540267624,0.0,-16.147492542468918,-6.565149996199898,-9.606516253206872,-16.284329805902438,-15.36753052209166,-12.941109362532861,0.0,-16.205584404779383,0.0,-15.805346629326488,-15.246335088485148,-15.825710570605459,-15.710582860579665,0.0,-9.334627962645213,-1.563966756281809,-11.96911267744916,0.0
101,-16.07579400644004,0.0,-3.678537395525072,-1.575437824952706,-16.119916227208584,0.0,-15.223614316553668,-4.496086859954236,-5.155008030907547,-16.230825916822393,-13.849810162578228,-9.294986936032949,0.0,-15.871591653310457,0.0,-16.24637526446212,-15.80829402622183,-15.955095314529373,-15.766520142408531,0.0,-11.958178664443533,0.0,-10.560795382477847,0.0
102,-16.21413487635653,0.0,-16.219182544074755,0.0,-9.85868417886573,0.0,-15.729886006505161,-15.792546952957945,-0.3062518071605326,-15.783344820678812,0.0,-10.519611016340246,-3.4914892632017143,-10.409804948559833,0.0,-16.042092520255288,-16.033541898888448,-15.88643875538906,-15.971154387032279,0.0,-15.937013347068458,0.0,-8.446028166831136,0.0
103,-16.148667867451838,0.0,-15.864134611677548,0.0,-16.233752703489266,0.0,-16.033899040255296,-9.697694366933316,-3.1829573150889545,-15.945672904412074,0.0,-3.411128465684641,-2.573596588089866,-10.445373828697413,0.0,-15.744325424678722,-16.31658494976939,-16.240517043475094,-9.272593247241016,0.0,-15.894069915880216,0.0,-10.455441496680114,0.0
104,-15.996930631236198,0.0,-15.936357637996453,0.0,-12.851287584698495,-2.4212002628821137,-15.892343014516722,-8.607176870966768,-3.466802281639782,-16.2399396343681,0.0,-8.396313982926987,0.0,-10.243271245825513,0.0,-15.912034234056492,-16.19276022302833,-15.71436915502815,-11.002266411286389,0.0,-16.108223454296024,0.0,-6.551560354128354,0.0
105,-15.74933239771716,0.0,-16.015978352026654,0.0,-8.677327575724028,-9.370920759576697,-15.931807064779486,-10.866837095908826,0.0,-15.81118757892168,0.0,-15.939621602299189,-0.7203722095120831,-10.327260920014272,0.0,-16.129739123894616,-16.116918142680916,-15.779740696436898,-15.93794838346095,0.0,-15.832715786720568,0.0,-4.3180141904619465,0.0
106,-16.29389630668999,0.0,-9.904824894388442,-0.07335813327293748,-15.857380175384517,0.0,-16.045674192771465,-10.323599498246672,0.0,-16.08010366407408,0.0,-16.04757201297364,0.0,-2.0812608395620877,0.0,-16.168286586396047,-16.0569292757584,-15.773101853082524,-16.26889407304384,0.0,-16.053693381460235,-5.840343416072066,-12.766022173370429,0.0
107,-16.17314166706828,0.0,-7.901608437540545,0.0,-5.615513194370948,0.0,-16.225373081796306,-11.384553717680028,0.0,-15.83205336609941,0.0,-15.971187324568964,0.0,-4.293004599912808,0.0,-16.070632332029028,-15.691852096729813,-15.802438843411258,-16.147413389455934,0.0,-16.214966638100947,-11.410249830395307,-15.889974554719588,0.0
108,-15.985847915835219,0.0,-4.940684806767609,0.0,0.0,-11.918944695008067,-15.891925386843026,-16.180912877086325,0.0,-16.06164159427645,0.0,-15.85255592623534,-0.7615802140794938,-14.45512291324522,0.0,-15.874396924694619,-16.18206231702501,-15.994766443928421,-15.811009532046633,0.0,-16.00060668450928,-8.247307933386633,-15.913379967663657,0.0
109,-16.161628339312593,0.0,-7.522480534893763,0.0,-8.537825022614891,-15.948188720632263,-15.97155372619901,-12.898367571346185,-0.49372383248666274,-16.31274632232549,0.0,-16.29512893596072,0.0,-16.101649851669148,0.0,-15.781997877933598,-16.260702877062677,-16.124668919377246,-15.681584922138349,0.0,-15.883849235146448,-6.717623779883448,-16.088461534947353,0.0
110,-16.190062590512607,0.0,-5.3535914470540025,0.0,-3.621159588625436,-16.17006120645369,-16.044121748047317,-10.97419212939098,-0.10936847525684543,-12.1297905363611,0.0,-16.077839365031995,0.0,-16.22054952530492,0.0,-15.798086729140635,-15.68589793702046,-16.009803305277238,-16.314317209485697,0.0,-16.287877908221223,-2.8171123799266886,-16.217228724920275,0.0
111,-15.749733823901042,0.0,-1.6241856544093793,0.0,-14.522967400347675,-15.93694978814722,-16.13642414363622,-14.284891373646907,0.0,-9.855643943640617,0.0,-15.843263921207608,0.0,-16.10808241142082,0.0,-15.767849756948918,-15.70966540807016,-16.122038214002643,-15.927777580514306,0.0,-16.082156489102523,0.0,-15.788750533810976,0.0
112,-15.764041038856988,0.0,0.0,0.0,-7.019948873197787,-16.11565870698824,-16.23590603861008,-15.877540177587301,0.0,-8.821256476720711,0.0,-16.24477435715162,0.0,-16.299110415192935,0.0,-14.445267451571885,-16.01514663817094,-15.915944617988218,-16.07475964463152,0.0,-15.74258235217775,0.0,-10.986155057621236,0.0
113,-15.691678749233951,0.0,0.0,0.0,0.0,-16.134721089807005,-15.697449436697202,-16.215347045716737,0.0,0.0,0.0,-16.135835002528957,0.0,-15.8332399318363,0.0,-15.70997614083983,-16.070128692469098,-16.100356502778936,-16.048987461741913,0.0,-16.092646390810483,0.0,-10.897658264425212,0.0
114,-16.090339555647045,0.0,0.0,0.0,0.0,-16.300717561842134,-16.295029673039394,-16.078290344104527,0.0,0.0,0.0,-11.969747018393672,-0.9273348429013168,-15.977073689184033,0.0,-15.702151833242944,-16.0467565459428,-16.186010153130677,-16.114636457939056,0.0,-16.14296839683851,-0.6762798271693786,-14.066900156046334,-0.14232301174564985
115,-16.195178213114325,0.0,0.0,0.0,0.0,-16.31523971418918,-15.70419673251612,-11.407875661042512,0.0,0.0,0.0,-14.093079347150455,0.0,-15.71899010781343,0.0,-15.92797854324567,-16.198248934704075,-16.310852223133026,-15.74831720895177,0.0,-15.798604128075088,-1.3312634912721166,-16.192559314751144,0.0
116,-16.11703905517606,0.0,0.0,0.0,0.0,-16.213662220517,-9.241604123348402,-12.34193734041657,0.0,0.0,0.0,-14.782327192056128,-2.0416250445956017,-15.78113423910024,0.0,-16.220175420515226,-9.733218602165172,-16.079512004518104,-15.795114370679517,0.0,-16.096875524265226,-7.86026430678039,-15.760092968543402,-0.8337681418732751
117,-14.052690768035731,0.0,0.0,0.0,0.0,-16.28583497589107,-7.529179381392345,-4.294886515164509,0.0,-2.6532130646148087,0.0,-11.558127947692007,-2.0886212705039857,-16.203229611425957,0.0,-15.69065791095796,-6.320110764012961,-16.001758765065027,-16.098223313798094,0.0,-15.758001046928678,-2.706682118003962,-16.062890956743875,0.0
118,-16.21350603813578,0.0,0.0,0.0,0.0,-15.68782385790501,-10.646806335478388,-6.8717926377874035,0.0,0.0,0.0,-11.690220009693515,0.0,-16.184848775121388,0.0,-16.25699842350119,-13.839351070631256,-16.20491907412543,-15.735365294661895,0.0,-16.105532506480202,0.0,-16.082651323945665,0.0
119,-16.2820718655782,0.0,0.0,0.0,0.0,-16.01063699389172,-15.81049341970472,-9.331452929281653,0.0,-1.9167570988600076,0.0,-14.463817568017808,0.0,-15.729213623894296,0.0,-16.213538676194997,-15.897465030195294,-16.063101544708765,-16.163546601167067,0.0,-16.0878984973338,0.0,-16.24376245382769,0.0
120,-16.11713163938539,0.0,0.0,0.0,-7.105457744698106,-15.871916302199118,-15.181876325124032,-12.25529183552459,0.0,-4.220339844440132,0.0,-9.32420433064214,0.0,-15.88815323376327,0.0,-15.885406187397422,-15.68150333782356,-16.037875761360386,-16.130712386115643,0.0,-15.762124661167446,0.0,-15.76186076854681,0.0
121,-15.763094857938459,0.0,0.0,0.0,0.0,-15.69252805284029,-15.904163275384205,-9.530881387192654,0.0,-14.109836619300552,0.0,-12.533652402786542,0.0,-16.1801608128442,0.0,-12.24551781716307,-15.68436661152643,-15.979842563395568,-16.31348911143436,0.0,-15.929612718093754,0.0,-15.85073607288854,0.0
122,-16.1399867144342,-0.20281956927667633,0.0,0.0,0.0,-16.19628139513136,-13.607580527980657,-13.212458908753366,0.0,-14.629136964229456,0.0,-13.33362983271955,-0.27923482976402164,-16.09067287484042,0.0,-12.01563692586795,-10.69578724408212,-15.903807337840759,-15.992112716870233,0.0,-16.150902286083195,0.0,-16.042834079011936,0.0
123,-15.825678987631791,0.0,0.0,0.0,-3.706127233110628,-15.896341736661665,-9.756623032546555,-11.837316217684457,-6.987179402055366,-7.711238662286325,0.0,-11.877479187588209,0.0,-16.30628553209102,0.0,-8.430046406966838,-8.193069829258814,-15.980066091449002,-16.23763628893632,0.0,-16.047261493403738,0.0,-16.063900482695168,0.0
124,-15.737242584787937,0.0,0.0,0.0,-7.480501401483554,-14.97501388693695,-10.701567162627269,-11.694767564773445,-3.557607121144505,-13.946564360503835,-3.431747263083479,-9.219082629392824,0.0,-16.28703925399454,0.0,-9.081186613361231,-13.546494820036353,-16.136459140759243,-16.016795210377452,0.0,-16.13823112595527,-2.6697647835022464,-15.851069086260487,0.0
125,-15.94540366990344,0.0,0.0,0.0,-16.300992987313307,-13.748224134344094,-7.142361610665833,-9.746019944332504,-10.65358481091385,-12.778305483793687,-6.235064177822421,-2.876451954723223,0.0,-16.163265573996554,0.0,-16.223995585309506,-7.950294787138518,-16.024116691148294,-16.191364679173017,0.0,-16.133315486407724,0.0,-16.244780312198753,0.0
126,-15.696918084779194,0.0,-6.278296564601675,0.0,-16.008323317972387,-15.909777958974798,-9.233731140295317,-13.621977746400539,-6.553560735069206,-3.70223339510246,-0.7421881552756903,-7.974131421291801,0.0,-15.706939429303134,0.0,-15.748279692958869,-15.781402433755837,-16.11040679422302,-15.680947253263964,0.0,-15.696929636479753,-0.6177000935792057,-15.969053828390058,0.0
127,-15.863583638197886,0.0,-4.885315564916803,0.0,-16.122232471159336,-9.278280267925949,-6.903333883459863,-7.053978653043209,-4.218912284358248,-1.8961023790070588,-3.3315583248270206,-0.3416590444535722,0.0,-16.108412299010066,0.0,-15.749480598507681,-16.20931360253375,-15.983825720553304,-15.755389460502164,0.0,-16.177332180274718,-0.1940627053226494,-13.973038145020235,0.0
128,-16.126356358238837,0.0,0.0,0.0,-13.922947457542943,-2.226705353825896,-5.07626027995242,-11.676951319589215,-2.2903963734958115,-8.033656084583933,-6.0674074307213015,-1.8750594490713062,0.0,-16.050641404428518,0.0,-15.829027388710996,-15.984264725832269,-15.964970988065227,-15.95965305286475,0.0,-16.123235949039433,0.0,-10.492267273151276,0.0
129,-15.866816229195283,0.0,-0.21962407676276025,0.0,-15.103101808888345,0.0,-8.208298964381626,-6.0192402324889915,-6.992707323750094,-3.7294002581472987,-10.025896371352252,-1.5010912687760953,0.0,-12.706844382639279,0.0,-15.985347989427575,-16.055653433724295,-16.184242111039296,-15.726368714493686,0.0,-16.167692406453938,0.0,-13.215931294396459,0.0
130,-16.165900661150918,0.0,-6.2664338963637585,0.0,-15.982924322108714,0.0,-3.4176693757743943,-7.237689955876543,-5.578911733608161,-5.8456391581768985,-2.6842536404490747,0.0,0.0,-16.03058566716251,0.0,-15.921064318251917,-13.967471617763636,-15.882597855538489,-16.04577931314108,0.0,-16.278507792225327,0.0,-8.845051856514191,0.0
131,-16.259746725723545,0.0,-4.3603862502279345,-1.0758007847024353,-13.478122977266642,0.0,-3.5204649468278553,-3.428600267276066,-10.305863066498866,0.0,-11.196631593534015,0.0,0.0,-14.53885920301113,0.0,-15.753873996813887,-14.88532805836352,-15.429319959680582,-16.23307646315911,0.0,-15.79188575821585,0.0,-12.64920748654126,0.0
132,-15.967417369598861,0.0,-8.282528800782895,0.0,-16.209077228996104,-7.089329522446946,-3.0785809567254403,0.0,-8.095375861909034,-7.152124556322571,-4.3098267620323725,0.0,0.0,-16.2663924151934,0.0,-16.027667154079616,-12.69200120477995,-16.021594127195833,-15.865487422348627,0.0,-16.225288607974033,0.0,-13.829913750177871,0.0
133,-16.306236521580576,0.0,-8.2580213180057,0.0,-15.98888712904234,-7.077831635910895,-3.5171410672702734,-7.006285760828018,-14.574877802374306,-8.782924889874213,-7.992270636843952,-2.5903348095911976,0.0,-15.981095370353707,0.0,-15.945952567647065,-15.713487466526361,-16.191414631652258,-16.29673698994553,0.0,-15.817767394365886,0.0,-16.318729797386393,0.0
134,-16.03389309092858,-2.9283246171159694,-16.28761117815327,0.0,-16.315684432842648,-12.025802198237443,-3.6776575041723136,-13.106149896316346,-16.297004231899685,-15.481716488433051,-10.469295430864111,-6.481787543033249,0.0,-15.75173878861863,0.0,-15.816610817860704,-16.250554853214673,-16.155909898120733,-15.821436633802898,0.0,-16.26441420630121,0.0,-16.046570919026454,0.0
135,-16.07243862914856,0.0,-15.837218336785165,0.0,-15.961619727493101,-15.72442040345101,-4.938152042008305,-5.811414143771153,-15.993499688363693,-11.44349308964246,-13.332706608288238,-8.763635158642932,0.0,-16.108999594847475,0.0,-16.01991664240782,-15.7278732518284,-15.93533870384679,-13.966368809411916,0.0,-8.034788606764819,0.0,-16.122227615783018,0.0
136,-15.687073840963851,-3.0006044485930112,-13.865069611363001,0.0,-15.993807647578494,-12.145950842009588,-1.5251821295636319,-3.7571847163730023,-15.688164366345992,-9.652269533363201,-12.830494423083213,0.0,0.0,-16.049383401835367,0.0,-16.113333766901583,-11.620539143489127,-16.128610481397814,-16.028275087739036,0.0,-15.93156903560505,0.0,-15.790850861620568,0.0
137,-16.032329591224038,0.0,-4.261662521894174,0.0,-16.31549866657376,-15.101310800364827,-2.055561984477059,0.0,-5.302081351512892,-4.135310380778877,-10.545453987240716,0.0,0.0,-15.97764525796788,0.0,-15.707009278812638,-10.972378087583767,-15.81251680287517,-16.057399039833204,0.0,-15.98971487763688,0.0,-15.91331544297582,0.0
138,-15.899063522454542,0.0,0.0,0.0,-15.690082409021874,-8.846325981051347,-4.665613662382556,-9.135717952281132,-12.482776581659616,-8.56224205616557,-10.850197747228183,0.0,0.0,-15.90310281348014,0.0,-15.803604283000459,-15.09590696343975,-15.749536741433928,-16.20888797258172,0.0,-15.971686225982323,0.0,-13.939219911443738,0.0
139,-16.232509805866457,0.0,-11.06882895649809,0.0,-15.947815290499443,-7.694251785798709,0.0,0.0,-15.883198473689722,-1.668072089278218,-13.952096741196288,0.0,0.0,-12.269700845338877,0.0,-15.867042466580234,-4.868536758767479,-16.058389012112045,-16.214771877956476,0.0,-10.415961148525156,0.0,-15.783860534515917,0.0
140,-15.890815246918502,0.0,0.0,0.0,-16.28132999314466,-6.217884811842133,-13.06863475062722,-7.7125199240146225,0.0,0.0,-10.267168647552387,-0.6514298578960811,0.0,-12.673259408279993,0.0,-16.160505072210295,-9.493487824223298,-16.14857888824722,-16.060940959614804,-6.166312516183526,-15.98612768583905,0.0,-11.241576345341038,0.0
141,-15.85693830174588,0.0,0.0,0.0,-16.17356448351212,-5.973484651724242,-8.934945311199204,-7.006886582603387,-5.92697469036566,-7.043103263466873,-9.302867842126345,0.0,0.0,-15.74418643615051,0.0,-16.037524677977572,-15.817737417461952,-15.925692151052287,-15.705696767460475,0.0,-16.015212203871226,0.0,-11.343769680862389,0.0
142,-16.31168145772542,0.0,-6.3195357264890175,0.0,-11.823619932086787,-2.152661055800363,0.0,0.0,-16.14672727187564,0.0,-14.362849417502641,0.0,0.0,-15.74731661201,0.0,-15.931613615861512,-7.253864614527445,-15.868961400256072,-14.548845920171178,0.0,-11.08403938198436,0.0,-15.10111887900883,0.0
143,-16.306517647858772,0.0,-15.882101865700223,0.0,-14.464156399960135,-7.829241919306649,0.0,0.0,-15.785120753816116,0.0,-16.10266052269696,0.0,0.0,-9.865744423435034,0.0,-16.093062264725443,0.0,-15.923549663624277,-16.291314289570167,-8.839881039254008,-14.731033381752294,0.0,-15.613069829789278,0.0
144,-16.095303643129146,0.0,-8.757112596654201,0.0,-10.571099831968228,-10.486470335538467,0.0,0.0,-7.3824044140642275,0.0,-6.834472560212962,0.0,0.0,-4.945368999502546,0.0,-15.870193384745958,-1.1517460473346832,-15.797576647623309,-16.27642035219003,-13.611594800956487,-11.680613822468349,0.0,-13.186536248208327,0.0
145,-16.116366318927774,0.0,-6.982212692462875,-0.7257539783438681,-14.596381081034002,-13.711966871139387,0.0,0.0,-1.8738080276697673,0.0,-6.496794769819394,0.0,0.0,0.0,0.0,-16.119312163295646,-1.2570028392971497,-15.969658297630478,-16.139093528132687,-10.007929498570142,-10.374751212093539,0.0,-13.325563587002987,0.0
146,-1.523628285993466,0.0,-7.020380594006367,-7.632863350941811,-9.471180032646407,-5.171333776697933,0.0,0.0,-7.016689305674803,-1.73298129339268,-16.181738916986514,0.0,0.0,0.0,0.0,-15.989741010266522,-12.259217197214117,-16.232234495404423,-8.240267833062946,-9.308718654308272,-9.227557694241696,0.0,-13.898706607038262,0.0
147,0.0,0.0,-16.22901792921032,0.0,0.0,-9.321204713550461,0.0,0.0,0.0,0.0,-16.018462629976494,0.0,0.0,0.0,0.0,-16.150222947398788,-14.426202280679343,-15.816706596294663,-3.0402149109847305,0.0,-5.573959509714833,0.0,-16.02293179694831,0.0
148,0.0,0.0,-15.977106986040493,0.0,-10.679082505145521,0.0,-15.563810148731259,0.0,0.0,0.0,-10.612972374959583,0.0,0.0,0.0,0.0,-16.00011825944638,-15.798282283415436,-14.09429797431535,-3.3841833986155954,-1.8932176815232953,-4.764260308785473,0.0,-15.856871853809348,-0.8109207025616348
149,-0.36393034948862757,0.0,-16.209345760981147,0.0,-1.6515682105143956,0.0,-15.710084692408206,0.0,0.0,0.0,-0.5005851591660999,0.0,0.0,0.0,-3.288267027903358,-15.599553956279557,-16.30843283894832,-15.476504951735537,-0.6964617699939841,0.0,-5.364402507330465,0.0,-15.936647772966293,-6.268926622713965
150,-2.864429205433043,0.0,-15.960221607416626,0.0,0.0,-3.2502344921993602,-15.931143220846055,0.0,0.0,0.0,-6.594893469767457,0.0,0.0,0.0,0.0,-13.686259871135023,-16.147147553949953,-14.26285964151083,0.0,0.0,-4.0533867550927205,0.0,-15.903891177206201,0.0
151,0.0,0.0,-16.137693936726468,0.0,0.0,-14.083515767109896,-16.253304817262194,0.0,0.0,0.0,-15.776183958866984,0.0,0.0,0.0,0.0,-15.783348137327025,-15.77769486548282,-15.685227977979276,0.0,-6.545083857317917,-0.7868248476444775,0.0,-16.20844244549836,0.0
152,0.0,0.0,-16.076443770422546,0.0,0.0,-15.744908401542572,-15.298835340653298,0.0,0.0,-0.7210091344232178,-15.821167819491903,0.0,0.0,0.0,0.0,-12.482742766291896,-15.742947680888006,-15.841644917098785,-2.2140629925348745,-4.086720734025271,0.0,0.0,-15.966257439146503,0.0
153,0.0,0.0,-9.926728036559311,0.0,0.0,-16.263641868702607,-15.813912702123345,0.0,0.0,-1.2871965993824876,-15.786892961290505,0.0,0.0,0.0,0.0,-16.020527842765734,-15.42907557900432,-15.879665402249797,-4.226878523425139,0.0,0.0,0.0,-16.282517165176642,0.0
