Step,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24,data_25,data_26,data_27,data_28,data_29,data_30,data_31,data_32,data_33,data_34,data_35,data_36
79,2.196979973283488,5.080315333287459,2.711750379923256,0.16670855763926132,-0.13942231736651606,4.8545669795310245,-6.188816035452392,6.382741824595039,3.0365958118134406,0.5915393575022793,-0.29565074548878795,-0.018118836019354607,-1.0358576303503828,5.623183535149709,-5.347095115159604,-0.16041466956053163,-0.1403774724482919,2.2132682514294664,6.5491949931971325,9.277037411016451,-4.410871400037461,-0.39497319451763235,0.2263477724125572,11.646942076053605,-6.7236172423829785,1.321281079611132,-8.023854200661235,0.7104649676562814,-0.08021308622301326,7.010482115149657,-4.734501979745016,5.184532352582209,-5.829794297765586,0.5808481212558152,0.04834218630837211,-5.053729812871771
80,1.9784314708161548,6.392662073948012,2.512528017061031,-0.03181212137636215,-0.2749609772801777,2.1055229526066337,-6.64893282577826,6.295114161773281,3.3337392890593174,0.6153839048174045,-0.2649048786446703,-1.2225896253048014,-1.5546035505072526,5.720391191877376,-5.550123350723863,-0.1495458649508853,-0.1915868614537876,3.1466725379816394,7.857780649670608,8.382227574649663,-4.472890979248931,-0.24027747176679926,0.13466785673098985,10.92521382812353,-6.441974671587322,1.1663093175327304,-7.494474937283751,0.7033084499649399,-0.23960025873744312,6.640251696201955,-5.025221418194606,4.5958544618985,-5.743986410146843,0.6273899462378428,0.030209038245022662,-5.991383012857276
81,0.8296296974341463,8.43014527853928,2.0330025619286203,-0.12018148257980532,-0.38256293847980977,-0.7367819626119445,-7.0247423691428015,5.964933896549264,3.514154219597115,0.6335413525921205,-0.2626399211303468,-2.2315636614994685,-2.226810849163238,5.976308083008606,-5.705723337178803,-0.10708060304576662,-0.24172576910328028,3.7086835349518683,8.956302911259584,7.238841080321087,-4.430996225227548,-0.09976227306753264,0.028864312883057585,9.629612870515396,-6.175984483519329,0.7747817575549183,-7.0771348572504325,0.7091816986806817,-0.4010638809257793,5.7969463279356015,-5.083082139880633,4.257112205858753,-5.760173994455839,0.6987629597987308,0.020568564361250215,-6.3257628911707044
82,-0.8631185920502102,9.831032005695505,1.8134629794488686,-0.0744833120388083,-0.4389377324011351,-3.470392529922699,-7.439259302624739,5.534535014968652,3.289002992345111,0.6843408880631047,-0.27981466958324447,-3.0461558744353274,-2.5564867917830787,6.652550906993294,-5.917016447599967,-0.024673268814913107,-0.2878150226162635,3.869577547197157,9.555806731805234,6.446624278192251,-4.53991764331987,0.02902148308254062,-0.08123490716101815,7.525836389936043,-5.74853241013364,0.3631063674064163,-6.476546722678362,0.7444872859278774,-0.560424831196321,4.318121968110881,-5.106747985576137,3.9554075356836043,-5.7927299704199156,0.7819763131197819,0.01311772081614212,-6.0789486698109005
83,-2.811164537686905,10.672557254462463,1.6820795095029486,0.08530573314434946,-0.41986603291041047,-5.816267177812173,-7.689278637580543,5.171286626521177,2.7605418657231713,0.7317473638306916,-0.30879603063444755,-3.545007017477303,-2.5594111533057826,7.091441002183815,-6.067466149365621,0.11814760468693557,-0.3432622948911942,3.6160753671719412,9.862190038414353,6.040106719613633,-4.549816783051385,0.14795644083644705,-0.18641756056839862,5.2882353283284855,-5.434255231840578,0.15480517244397665,-5.938442913902988,0.8214728122043244,-0.7218976850649277,2.532001119269904,-4.983341810859025,3.646035705885776,-5.831322659672514,0.9068567141449859,-0.006493292282473516,-5.268529829054056
84,-5.126094405238952,11.150509942253626,1.2983614304422657,0.32319720712824473,-0.3099306233346757,-7.6550119610887295,-7.554300719463558,4.70068042570652,2.325376552524894,0.8016894812320261,-0.34546042836193863,-3.6052424813431427,-2.7238790455921174,7.47872670120741,-5.985473102642317,0.30733464607528216,-0.3761814843147741,3.054265143960478,9.715133232227094,5.72568014765968,-4.651743793103602,0.26613972907226047,-0.2818755324594401,2.878627741933807,-5.459417989053814,0.036270424554832696,-5.610425632303459,0.9439713673749754,-0.8790370046244019,0.5878176967972218,-5.016823447655317,3.570856386471919,-5.852419317822272,1.0673175074479464,-0.04077320830135646,-3.991087968205305
85,-7.5052088361906115,11.083032695019137,0.8074566397380606,0.600628091895233,-0.09294783732911492,-9.044109950043064,-7.318988456109446,4.470590278960193,1.9330446657024085,0.8831532568863055,-0.3411420816051042,-3.4626459590747727,-2.8014134131380146,7.530879459565104,-5.6383269378638,0.5225959058868008,-0.38525767281763174,2.2655101344647255,9.588026472126892,5.636330264690416,-4.689548388382351,0.3851970616535343,-0.35442182217100837,0.3725140005888273,-5.184772840066854,0.10236418908625075,-5.547808860948082,1.080839099832557,-1.0118875755611205,-1.3686066009878721,-5.1947618907512565,3.359484578938351,-5.736851419833976,1.2203332688705517,-0.08700534402708007,-2.5085235981139817
86,-9.435002085132187,10.583444669125152,0.3964306500912835,0.8695367817506343,0.2217959260762774,-9.816851579910374,-7.248203429244318,4.398501912841992,1.5998461131587665,0.9795224895601279,-0.3142880320123942,-2.9258354795840216,-2.8575642562781156,7.290582694228289,-5.0875426781816815,0.7236827038805655,-0.33704187119515977,1.2922797538396342,9.24981599715815,5.8121262736924955,-4.733793015908118,0.4944796843817479,-0.40714254491460067,-1.9529547668908376,-5.255169580183328,0.8067768870538592,-5.176478947490053,1.266469246174483,-1.1375680878355532,-3.155183709811707,-5.423830720127695,3.0991888459322166,-5.662091982943019,1.3934925821419146,-0.14654268821320554,-0.7576063484878905
87,-9.778752186945507,10.80451616446603,-1.6567066141357574,1.0835193728871464,0.5795884442377875,-9.847560318427824,-6.716322008879455,4.467586734102738,1.5863785553136829,1.0610725483111063,-0.26395612636525734,-2.2351785184342656,-2.9600508971356954,6.956358243370919,-4.608170175601386,0.9379701522607499,-0.25381963655346595,0.3376631537673746,7.38663217799022,6.660949516822893,-4.935964841217132,0.600426916430311,-0.43429868026608787,-4.009934664080423,-5.786832342684525,1.4566374234461346,-5.112226493782276,1.4228215670531275,-1.2524695131807386,-4.670184325630159,-5.611581784253569,2.6447167869715464,-5.576447472640497,1.5592637129507843,-0.23777809191260024,1.0554807419345142
88,-10.153475163238609,9.5995598768449,-1.5523373405020107,1.2655797289407782,1.1456697310350805,-8.394343832252883,-6.053150591052144,4.933881245846528,1.356905859168173,1.1533348489992565,-0.18480109791532387,-1.4004365812418946,-2.732255067262132,6.76046421025317,-4.041548262356103,1.1135718755000568,-0.12719539856251383,-0.4788023507069283,6.945068859172573,6.52687577790108,-5.009556707049467,0.6666806799204925,-0.4655142218596442,-4.445702498762433,-5.93702736024153,1.8934368475239485,-5.664048915020584,1.540808980039408,-1.3332342458543949,-5.728951460490515,-5.863382181923489,2.2909605136368465,-5.506912664413255,1.6893942911815658,-0.35243330152324315,2.7246457505619306
89,-7.200401881975025,7.0282169872663305,2.2114483593169476,1.3452010579932903,1.2989359412012167,-6.94629840426428,-4.820693067620362,5.29823463799988,1.146563924602235,1.2224538967367988,-0.09493890434914516,-0.4900841058893993,-0.6901563827126964,6.089627262146452,-3.7691586279108726,1.221116947645872,-0.025323824500288982,-0.9862135556970236,5.702626252145453,7.171667103743405,-5.019311025818919,0.7408408403949316,-0.46915179299665183,-4.561915322448414,-6.790273704562201,2.6756006490783752,-5.970678112292793,1.615612483750961,-1.4186342743869154,-6.317003225877731,-6.527082885816294,0.6159200274469451,-5.607097339746237,1.7537973058658822,-0.4977636368042571,4.418670220930022
90,-8.121148504942,5.789815972734207,3.183369285894821,1.2972001207305792,1.1224298502187025,-5.735709423472839,-3.488002152330115,6.049005867131617,0.33094674726791756,1.2333416284011036,0.014563766152174957,0.3407902551670637,0.46181070533089824,5.9946668570815875,-3.734950744482864,1.2349167789237778,0.06368353123547829,-1.045566374944022,3.124668367074527,6.1078095891999835,-5.119505936032163,0.7539888212596847,-0.4328038535897122,-3.644401290980301,-7.06324655868137,3.50048954977702,-6.272343389193803,1.6320353896524515,-1.4299555152609607,-6.370903220382139,-7.121814599646819,-0.459459292199066,-5.395090872066807,1.7291514082007107,-0.6343817038419276,6.064751007458026
91,-7.479341390566873,4.278512672558075,3.0954968892693735,1.208263905720264,0.85890135704368,-4.776798967296662,-2.106438094893932,7.019131797603055,-0.10968498638899565,1.2290614772963178,0.18574123549855326,1.032751086503483,1.521432116661479,6.399266868031856,-4.354815263801012,1.2777122546319557,0.17696805658953432,-0.7561535083755586,1.9339315233288727,5.553644605490343,-5.120940354532593,0.7288103114758404,-0.3618687706396878,-2.249757105522256,-8.412619053154076,5.540117321696124,-6.929953247227946,1.540164216175218,-1.4392773599275137,-5.7212461594009865,-7.847894790331513,-0.9087178889446489,-5.304125722487344,1.6066314659114418,-0.7765253063565434,7.295494503220876
92,-7.529603333157643,3.2789262563494996,3.124526619726477,1.1109198541137346,0.7074333510434404,-4.049576218490755,-1.3208206803606843,6.859802507460412,-0.4266352873440917,1.163874004250998,0.4096858082994411,1.5312406368540017,2.1727138796168264,7.001492470774024,-5.005519535076379,1.2769308735760247,0.323988144787152,-0.1689019924895779,1.4116406863049071,5.763212550079746,-5.227852720957211,0.6899905360297036,-0.2623220675969715,-1.0693119340781438,-8.916596561070904,6.159507360481873,-7.0841257140976,1.361212182024538,-1.4376775031265114,-4.5514115498835475,-8.174687747110475,-0.6389914011363815,-5.160400978227432,1.447361543165112,-0.8627658598020774,7.715067911446784
93,-7.865044179022373,2.8921116499047064,2.915936031089626,0.9785557809320904,0.5914512910892784,-3.391688237979054,-1.1894391727286457,6.051413789932403,-0.9444463351450788,1.109532727820492,0.6662051858347836,1.7650868391521477,1.5873309096126302,8.109548992406719,-5.820890486555489,1.3217782568565575,0.4904853386634593,0.6259170138764406,1.3811510938737173,6.302104007786733,-5.257071996914513,0.6621382714624597,-0.15488713453159722,-0.1581689851390091,-8.480596229557738,5.624657999115401,-6.712110223008565,1.1845477393780999,-1.4495796147796562,-2.9465651675511655,-8.535850811425043,0.0675433946613548,-5.007607960188029,1.243499713419498,-0.9187732902152657,7.356664093113717
94,-7.389806824766801,2.119610111566114,2.3895926384769437,0.8155199436616272,0.5025294728820522,-2.854394648634137,-1.2738698023062793,5.897795372624891,-1.1255255706720952,1.0676261799886675,0.9452273848351432,1.7905108287536433,0.33208581452303504,9.40472590281126,-6.846613206556738,1.2921621589404144,0.6155830837897135,1.4551451750275077,1.0494016840966927,6.268008938407832,-5.3657798539818895,0.6520135014222432,-0.04463548062598431,0.48336074090718595,-5.905367099564912,3.0264685733791747,-9.763423679006769,0.9529095282322032,-1.5050229341099057,-1.0117644772196148,-9.357438325350502,1.1022429941632959,-4.964306616390622,1.0011647072302694,-0.9058584782895596,6.039255154296262
95,-7.456759412335423,1.8619747229711912,2.293890841687291,0.642588113650384,0.5033872949004911,-2.437165391241625,-2.150365983160153,5.803625518220749,-0.9358611889657168,1.0670423943365246,1.2446634510462085,1.5796501113825858,0.1641028653417123,9.921263907732603,-6.621984423416107,1.1446411959205376,0.6788619928880454,2.2627644134907934,1.021111669799705,6.74113226887357,-5.345555705124024,0.6456890875618738,0.07948434779056458,0.7735440748962481,-5.448508363920691,1.7074682782981883,-10.290265954593746,0.9160461070207633,-1.4139942181916396,1.1839661083370077,-9.891602213863697,1.939007401325734,-4.982930452071427,0.791791971055209,-0.8266697596091824,4.216224476043177
96,-7.702146047595316,1.9580144249935305,2.4210221889412855,0.4370233039003317,0.5781037220298223,-2.0618565592874742,-3.547850414975537,6.234177904832602,-0.025934026158596447,1.089273741026398,1.4557953948010238,1.1554266269043105,0.8855409493040747,9.5213296475934,-6.632733680798586,0.9176875172127774,0.816078468449109,2.956127758321338,1.04052894426247,7.27183888981404,-5.290184222450314,0.6767888365662528,0.21170071157851938,0.8265689365477694,-5.100069990146712,0.9144626796597857,-9.728013553776456,0.8813282788895004,-1.3522494366899238,3.2631164998129263,-10.292510634729798,2.427409413596091,-4.94286911612333,0.614352684402692,-0.7151069203659517,1.9740714595901168
97,-7.81697061083621,2.1295439878180895,2.4559746684993775,0.23152808504681274,0.7024986107706672,-1.7435900260228094,-5.40493618150129,6.877790136955529,0.4746668380000945,1.0552245939283713,1.5602997007804535,0.4945809746248857,0.6990872521819491,8.963084331578413,-6.658969023981874,0.7125182547000154,0.9687333351565631,3.4506339133690647,1.1667328810565951,7.659191937032321,-5.281976523098766,0.7317422826949771,0.34912352708519234,0.7027807842065633,-5.024450600463637,0.5819227780410416,-9.076126875356223,0.8342268140271377,-1.3429033143831688,4.943950078516178,-10.445341537459262,2.472732663044227,-5.072134124231671,0.4453437354573943,-0.5666749132145299,-0.44379744264686893
98,-7.98070503614264,2.3176222238552846,2.481246564228022,0.01647405395741623,0.8625292284000845,-1.4867927746172687,-7.412128744733698,7.728452327521191,1.1537409552469773,0.9774984558990458,1.5773258887032429,-0.32745663260434826,0.5251241977130858,8.390499538600755,-6.457130885053649,0.598050949846699,1.1121446280048395,3.5982651759988826,1.3391122257430168,8.001971979912497,-5.249798106144472,0.8179458156917686,0.4872335659599097,0.4548243623174469,-5.169144416885902,0.3839976181657251,-8.499340630055432,0.7344815062734869,-1.3216520634163258,5.875600450530946,-10.537125361631293,2.342384222233919,-5.076636942632443,0.2837236854082867,-0.415783233862207,-2.858114736852465
99,-7.815966514261068,1.5890173993439354,1.729514563389864,-0.16481753545838912,1.0208548235964976,-1.2382602456596856,-9.295175438432423,8.085899159272582,2.2243265392999607,0.8654250514825468,1.5247455897813145,-1.194726975350871,0.9153997467638775,7.648149882490614,-6.630010367817126,0.49669149950717784,1.2328713219322012,3.3911209693274187,1.5296458230206018,6.357819946076792,-5.144198383365806,0.853911711499525,0.6186859992436529,0.19810439214091893,-5.560527766232185,0.12719589981809226,-6.5361139597203595,0.6180503237092033,-1.2915326694662572,6.1593357427487705,-10.909863554650961,2.3011985999873517,-5.643506453621368,0.137346517984061,-0.2960214407251737,-4.935277705791107
100,-7.452540003410628,0.911059420993994,1.2817885988289575,-0.28053087186824677,1.1680181093221298,-1.0113719083593045,-11.04154961298372,8.15557132757335,2.314871502969535,0.7699230735937121,1.393946565778819,-2.0042554421115315,0.6512091623172487,6.877173778951922,-6.972134747703784,0.3940532641997778,1.3357383577324267,2.85421729640021,2.0411845617110935,5.600640014481893,-5.164356656966002,0.8613448363541234,0.7388929844974486,0.0029674089582613495,-6.270839952685387,0.44788977482003495,-4.94266022620706,0.4929158179199174,-1.2359977053685813,5.572022649311862,-11.204105534458098,1.8612449442922776,-5.676365119461315,0.023870462230182493,-0.18884025295481485,-6.669233032905516
101,-6.075792088944035,0.5501667997254001,1.259541157859314,-0.3630593783772327,1.2465125810261983,-0.47800024501255756,-13.100083499044718,8.946025943219217,1.5208313126174564,0.6901461695508455,1.2793487677642976,-2.6248973544569107,0.5384127598496457,5.533957658783218,-7.755027167226311,0.2731675883156087,1.3800889406801518,1.9734782135550493,2.391785477537157,5.544061408289978,-5.248389721093497,0.8174835736113055,0.8338259519397916,-0.009132236516952944,-6.973698089892024,0.6575605581458212,-4.169609123944158,0.3986245652556063,-1.1313535072305667,4.327197876265579,-11.268755739800724,1.5693719915681836,-5.781520265233791,-0.054486520816397495,-0.10551889976934259,-7.590086009048667
102,-8.965706438564332,2.9022667868467513,0.3536673405073934,-0.40788411678750247,1.2218090651341884,0.5797903034197006,-13.741231872476384,8.847785995010472,0.7769788920646686,0.6210725450715973,1.1714830101452618,-2.9222232049443218,0.008212766802058551,4.257401541870145,-9.121741144938941,0.1692133388409793,1.3908460036466617,0.8831545830332749,3.806402311519476,5.495444356763468,-4.970348588102869,0.7907915963563706,0.8722455478442578,0.4121682041905071,-8.571105487877041,1.5328471310471936,-5.111025760304196,0.3273100921458861,-1.107458423056741,2.4279762745096716,-11.124773202760334,-0.1581338761950143,-3.5817276344891162,-0.06988953437220968,-0.05968680073797971,-7.556307585536265
103,-10.304221846348186,4.112469924689278,-0.672814634279624,-0.41693884646179136,1.207831107296893,0.5926551193012004,-14.27001793318713,8.378946102092133,0.20507091265149616,0.5432922873076306,1.0440995084599962,-2.713279913525982,-1.4599790044230787,3.484668296977173,-9.451643140211866,0.06250705262631492,1.371536724994115,-0.28140398528324506,5.1535422875324945,5.750641519869614,-5.218161343398689,0.7799999947210843,0.8788908383855745,0.5105030531414774,-9.739711506857207,2.0245446146768162,-5.368373068944163,0.2793530707301911,-1.132412945181496,0.30839854362384767,-10.912106114945411,-1.0168935868937579,-2.1806716534083996,0.17039295014459607,-0.06285342362145961,-6.972518235158125
104,-10.480337695330412,4.294712673610302,-1.4242772235944128,-0.40683220626220506,1.1909620166536634,0.49554103828685814,-14.105724013479543,8.206891720405466,1.889549151838403,0.42487714504493956,0.9243951240111498,-2.2417469775216485,-0.34813679513175677,2.1427342892311065,-9.957290707259057,-0.07321996418461212,1.2674125470903193,-1.3732916385332565,5.7658356866988845,5.839816778240687,-5.3738797317763405,0.7697648505244875,0.8538662825233319,0.448381724446381,-10.331834735987515,1.2515826867961906,-5.2651007865287776,0.2486243045424442,-1.1244626750909732,-1.7227728152150825,-10.405970880991854,0.7650445220241384,-4.137961381707835,0.3142782081108238,-0.061761509061632816,-5.683908572787241
105,-10.489103208146505,4.4277334327710545,-1.7519881107229953,-0.3961651253297145,1.161161732286808,0.395420914841838,-14.004885209712576,8.047376985170267,2.2880550727242603,0.3336718544273094,0.7680118144740677,-1.633030652971973,-0.05673801436904722,1.402049647653037,-10.04068560251105,-0.10767772603378993,1.1452554887603934,-2.1945551619156407,6.16186664053199,5.900791660928748,-5.411362416114337,0.7504571849039965,0.8028579659804043,0.3225583960602899,-10.819363819916335,0.56447401084977,-5.24934018657696,0.215885248288775,-1.0750736892765045,-3.3904486975113937,-10.144205238202321,1.2676817218672014,-4.856007390457053,0.30805539798902004,-0.022173735871367034,-3.899886675354288
106,-10.37069849793289,4.565601397690561,-2.0717983702494034,-0.37740746470483766,1.137995547562125,0.3105465953072907,-14.000590236199951,7.483231392230543,2.8235554351248875,0.26204004036621253,0.616690589968504,-1.0389703482359347,-0.05059451161487852,1.4694623470730228,-10.08719071410958,-0.09630799796727596,1.0053216471498583,-2.6365950891638827,6.611878134984322,5.799038108645539,-5.539483170176417,0.7378086974369563,0.768448531977718,0.2014276046320623,-11.011029541433361,-0.01606177619810746,-5.109290314123232,0.18804047127415527,-1.0160919023675241,-4.506496994533761,-9.49663713612293,2.0766522641096823,-4.652403831403652,0.28101561307226486,0.021431098266653858,-1.9377076954564911
107,-9.998994985126485,4.650400127746561,-2.22236707418637,-0.3062848970803356,1.1243239540590404,0.23514243811488394,-13.423217941485438,6.861915844419764,3.197763042497277,0.18192585682444185,0.45542220959766755,-0.3866472206944294,-0.011971545623471542,2.9561336736856543,-10.560601978835216,-0.12563040810528348,0.888640288943317,-2.721247206679626,6.921675796390727,5.4224945389615025,-5.545105932836953,0.7197394879276171,0.6911434738914967,0.14685765358401756,-11.66762372185839,-0.3128513137674476,-5.0652832790018,0.18827575035110714,-0.9359484765017211,-5.0288447765057285,-8.17273553240544,4.074829337753557,-3.8720757946701614,0.3101718140078416,0.030816448308508906,0.034886905709302286
108,-9.731418700425575,3.840583432101483,-2.083744537266319,-0.2352800619311539,1.065070153176085,0.1669845143718592,-11.601464013550448,6.817452659529495,1.7902701407593669,0.1147653025886582,0.34161629553999157,0.21670437718051533,0.7345476818979714,4.3966070880340204,-11.283218540252376,-0.25423057813226907,0.8438110226973697,-2.2741639012078916,6.501762055645809,4.873235643560154,-5.512498755421911,0.6907913675644518,0.6286277120452485,0.1626808952925237,-11.820244004037507,-0.67998184834364,-5.076095015558778,0.20216907222922098,-0.8329465461749552,-4.920950369054006,-8.321073774471948,4.619467777442467,-3.761103223178135,0.35513338092603636,0.04993635611006933,1.7589376825906344
109,-9.287116924994006,2.9161264226186274,-2.317257757611005,-0.16692197489548716,1.001110374988866,0.14338124993922313,-9.913801274451204,6.001757856225028,1.560267743939937,0.09465425111256495,0.37963722431219177,0.7944917640840593,0.6635985699264869,5.5413848383935935,-12.071564960208056,-0.4496031599375445,0.8143008636346647,-1.2654080416133848,6.2516141811649995,4.354652967850103,-5.586150109868688,0.6409339288313304,0.5834269541845888,0.217893728058671,-12.309740633783406,-0.7637125286153661,-4.974071999794039,0.23734735065174084,-0.7110416351265553,-4.332970164014197,-8.116755190803419,4.861587203231779,-3.468615292666415,0.4083113499043946,0.11045478668030063,3.1318265917876995
110,-8.727423763377073,1.9452307553216008,-1.3411484659650572,-0.0948357505748494,0.9340905575376164,0.12031143900125069,-9.839322584512066,5.810801699556233,2.952873762196507,0.13482302318906697,0.47616174657094085,1.280170281403211,-0.5271355992143796,5.426514260579956,-12.39276606982589,-0.6249655427849364,0.7902856825790658,0.01681009909048146,5.343111188600718,3.7020473572577015,-5.586938019131202,0.5741857251794901,0.555563304099596,0.3355740937612314,-12.372826111418716,-0.4303747445976422,-4.843141368642985,0.28761067516284483,-0.5842533056876285,-3.4260237018077717,-8.360824250267422,2.927843031678077,-4.306896810993191,0.4867970473062295,0.1846903614297287,3.905142529044099
111,-8.651702703777849,1.3873211746617513,-0.560312402421335,-0.031663268588294345,0.7905819487385352,0.0871590040990375,-9.417414579606724,5.729099899115608,3.817259464577393,0.18787386423327823,0.4377341367680015,1.5977927005790145,-1.4955475762846857,6.355800842298002,-11.744595227066942,-0.6570738721305418,0.676472370505229,1.2112790422802642,4.968415068569798,3.476827281139939,-5.6148033654618095,0.4836142272500557,0.5556913118438177,0.6562018177590302,-13.208163090311434,-0.4665355195858192,-4.60890647114709,0.35344965935930145,-0.41557593441854956,-2.2882538845645137,-7.863802738223574,1.7773469163877311,-4.507714406578053,0.5546679453078504,0.24347092161800482,3.9821425866186972
112,-8.74327905076557,1.0580724680474223,-0.4117462024829253,0.04804700607239909,0.6264299842533045,0.10531676510294467,-9.189080015559872,5.853120429633571,4.556059411283094,0.22368300510740727,0.2822793944177971,1.6757063149219433,-1.9742407941694324,7.2044746393008925,-11.553953601395841,-0.6314694047119329,0.5180698285731304,2.1967646974210377,4.965404086965574,3.2995750848740295,-5.7633992316001255,0.3782598583237412,0.5596162724746105,1.0797987344675342,-13.205877756871903,0.0720571285572797,-4.569903495110052,0.43163291553038335,-0.22988549843432488,-1.0711286501015367,-7.471933043368718,1.0836068635900225,-4.495389171477734,0.6272347674014425,0.2725455058990792,3.4071309252698083
113,-8.926731751940467,0.9761309173601687,-0.594588258107787,0.13803734318471786,0.4777027026866942,0.17159562531540085,-8.422061094350644,5.634428565721578,4.987201467900037,0.24010687982384532,0.05032420545908882,1.5319234624046112,-2.1138290048073465,7.738974894210126,-11.179968337179718,-0.5904645895053929,0.3314759877082771,2.9097011156385113,5.271789228927177,3.167875972428323,-5.812303925337623,0.2733910716239248,0.5748438286713219,1.525016408904725,-12.822874577312554,0.7541074842440854,-4.462089230050156,0.5314030251538158,-0.04430493881385594,0.1250753400578081,-7.187412842669243,0.7156181296956827,-4.556499382698764,0.6984077362320072,0.2917628762111289,2.2691759184319196
114,-8.875093605978119,0.999758491386806,-0.8675094508818423,0.24151790269568743,0.333899647276246,0.2719614099555185,-7.771696062804441,5.451249328597859,5.457898731977111,0.24505364792966886,-0.22537734076117555,1.2426331427730166,-1.8591774940846633,8.287577602189385,-10.772807079457245,-0.5752731933191776,0.1256750057896934,3.1375980525922555,5.699435907196772,3.0769941499975455,-5.81437809590072,0.16405482965428128,0.5759427836879459,1.9708226741144084,-12.32525338446269,1.5438388398437322,-4.455118419779004,0.6442167186635248,0.12029107234232196,1.2449561951386132,-6.8374311571095445,0.588811075000887,-4.4636616668333104,0.7673234179366373,0.3022493544781387,0.774062572086401
115,-8.856165116654934,1.0326890212447157,-1.0899634237034486,0.3571121828134681,0.21582354532325657,0.38515394406957787,-7.028165288539109,5.281395323822179,5.502670745243388,0.2516154804375055,-0.5192462675942909,0.8169522322428973,-1.3471850386616155,8.822225074038975,-10.488810542911311,-0.5868584238515286,-0.08469944654105585,3.0311690502561763,5.973178828581047,2.9189776544316355,-5.698228444458435,0.06240889739958092,0.5702379230179018,2.3494536534836254,-11.87224339907609,2.3941034075065564,-4.505600477809445,0.7897696082409376,0.2570942369389933,2.2461572411485786,-6.683896164782455,0.4482673593595529,-4.60048751365236,0.8548132050567351,0.30781314589482817,-0.8927979364029015
116,-9.399306196058735,2.405132852282117,-0.8578734620850437,0.4820618545715781,0.11776721566170863,0.49149597279744806,-6.93294485722319,5.110958119826603,5.630197313752654,0.2688238180225229,-0.7884095072604976,0.3018534317414287,-0.7589689905578494,9.424190206578531,-9.854675967385894,-0.637275783427927,-0.28712432579642566,2.478742752213747,6.954707025356598,3.9308675230041557,-5.792571671521011,-0.03901619004398666,0.5694875289976468,2.7256403869066914,-10.646898925157108,2.9755891938855505,-4.577221886728016,0.9658615329418392,0.3538595711821833,3.03501375716394,-7.5355824075115905,0.7501443980512458,-6.315953979203151,0.91764939670774,0.3213666451195192,-2.4552133085637675
117,-9.616099186979511,3.2431290958209398,-0.4237972410625166,0.6186464410208109,0.044336075797730204,0.5907778643571856,-6.730435712942324,4.999987488153742,5.2255209500357065,0.3134937677969189,-1.0121189090909002,-0.23223626587512114,-0.3700823211158642,9.511404531130582,-8.986916623744987,-0.6390835707146747,-0.4811231723016511,1.6193475762620646,7.522845121287072,4.5281445401899685,-5.756938067990663,-0.09224572230673687,0.5352322694736242,3.022503611428752,-9.56225666454676,3.6119054890085716,-4.644973670298772,1.1213361212757094,0.3940932221387913,3.5978146589600377,-7.529371199432413,0.7760538180199268,-6.7885992903858945,0.9662198347599312,0.3047039931816834,-3.587760544782979
118,-9.652841422921544,3.7514627654420276,0.20262808008801597,0.7632038560171045,-0.014905418060501658,0.6832752610732336,-6.587354872460242,4.826870349177852,4.297226630836596,0.37801795812448474,-1.1667650810066497,-0.7234047721839636,0.000665967149855899,8.888738871350565,-8.131544528123188,-0.6022069765943845,-0.6341630823860425,0.5608402966105597,7.781399650463286,4.674477084275409,-5.73957257351722,-0.12095837111305102,0.49538551564485184,3.337262194776924,-8.848992658909209,4.454388546049081,-4.634145457720688,1.3031098444889018,0.3764108488283382,3.8482472439911173,-7.155518950816149,0.8935733293954511,-6.788367860628059,1.0195747763160299,0.2842833950492452,-4.26533266046527
119,-9.701042741072653,4.561262933647265,0.4217905048791741,0.9273554565272243,-0.09357238724484244,0.7644484867263911,-6.274948422273172,4.810414035890738,3.8742452047859985,0.44468665669039753,-1.238135633548333,-1.1415291234759533,0.07050412666236752,9.033760929769981,-8.113051376856523,-0.5143318037718384,-0.7467830148814932,-0.5236768170179663,7.9363219414402515,4.720157041594964,-5.552937091172293,-0.13870077140134962,0.44798231469367455,3.8119840760284887,-7.3112785189865575,3.8588411761364574,-4.554048921209917,1.46538029043127,0.3261263785782763,3.8870808271269652,-6.86236010569657,1.0001286866763122,-6.587845158320522,1.1155660471162143,0.2527926017239446,-4.465017377582976
120,-9.756673005487556,5.244431331346094,1.0498587167453588,1.0516752825367035,-0.18904183956259568,0.8317040026142005,-6.051076153802979,4.690376226668504,3.5738546640570132,0.5268509660378513,-1.3014300801317848,-1.4201702884132965,-0.33711609248076957,9.05979521797219,-7.922256589139982,-0.444167283819831,-0.8452659425344886,-1.4932591869222247,8.85072809735854,4.32683505717027,-5.507641398278114,-0.14501857572425922,0.39332872227179166,4.2265449186942625,-6.93209224556224,3.340140009666836,-4.418613579426577,1.6192092931692492,0.2193446591818919,3.777542489425363,-6.388075672751581,1.320288865053618,-6.405499633063264,1.2307345575402653,0.23060762145897015,-4.123468179975815
