Step,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20,data_21,data_22,data_23,data_24
17,0.30329132405062476,0.2832235042087336,0.28872914228326174,0.2980532321715051,0.2926454658065408,0.2791459233192787,0.2861094210327719,0.3009339723255542,0.3018631655570522,0.3012188529979756,0.3032470070479082,0.2904567990794102,0.28826752970401515,0.25191560858531886,0.301339514259639,0.300961890160918,0.19304186178210045,0.3028133018363019,0.30132045881541425,0.26812644158272075,0.30318734105812184,0.3006394918051617,0.3014544252324527,0.2683200210511246
18,0.3030938881897623,0.27824532748357145,0.29533772713391393,0.3020671340543469,0.2932569953230055,0.28201811078948597,0.2835532400653999,0.3006892016235857,0.3017711946089783,0.30081675302348193,0.30354433236555695,0.29991813335387413,0.2849977843336485,0.2449546698501073,0.30130800899482135,0.30081755853756686,0.19385452206767814,0.302820761935726,0.3014155477838252,0.26383362628051577,0.30300078498661753,0.3013560792792184,0.30154066165374044,0.2637049724517539
19,0.3027840758392636,0.2748044913546312,0.30177879548714975,0.30312199352954106,0.2933563109217407,0.2856702073624532,0.2815307254939444,0.30039305923424675,0.3018009431384352,0.30055438203979984,0.3039668719342019,0.30949268930751217,0.2812892345599207,0.2397764993487007,0.30127141855290135,0.3006523416679115,0.19584536929626845,0.30280657980872994,0.30163592182159127,0.25891814320927997,0.30288593492098553,0.3016997074654534,0.3018108692389157,0.25790620843135353
20,0.3024267362216939,0.2743578831621158,0.30397771228206777,0.3032500455671493,0.2930241659977933,0.2900069783730344,0.2825051356329173,0.2984414584053064,0.30205526060072796,0.30065029348101713,0.3040652093215887,0.31134156099850524,0.279164361109005,0.23755012404034878,0.3010661729857323,0.30072798216440605,0.20061073432774976,0.30271508200666697,0.3019545498611614,0.25238263990605186,0.30281698955840664,0.30194479360003,0.3020768474161271,0.25257354884658983
21,0.3020066450450198,0.2752966547124086,0.3040529872137894,0.30271043875853515,0.2920858423354635,0.29511866038787343,0.2850931502894775,0.296141033621985,0.3023174288883772,0.3009381139836337,0.30375998971810697,0.3108454547145053,0.2797506999050886,0.23432030396747736,0.30056807092524,0.3010783768980489,0.20729987290181479,0.30265370478704956,0.3022880132104996,0.2439696295506216,0.30259111054008303,0.3019889772176105,0.3021476175751924,0.2493836544671212
22,0.30159820727883807,0.2782567808264151,0.30357789151371706,0.3004333942988156,0.2899802947279758,0.30111913089226283,0.28830329298655244,0.2947271132725289,0.3024600459671596,0.3013222566282933,0.3033319836104451,0.30977145849263965,0.282586435072916,0.22976969028238198,0.30008382838561265,0.30133656134238385,0.21529182363948815,0.30263317559306346,0.30257942266408844,0.23463996302428536,0.30230365682021443,0.30194430005080886,0.3021682585097747,0.24756587526072005
23,0.3012149630216183,0.28441958847248144,0.3030152597438226,0.29500485522808184,0.28889161603127467,0.30382831186831466,0.2923385024014731,0.2944439301060395,0.3025322338479335,0.30176352455488387,0.3029968399243394,0.3086689665499474,0.28871888585574185,0.22215857431286196,0.3006907235161639,0.30085039902635413,0.22414749457915764,0.302641554344026,0.3029742480007106,0.22638216662109,0.3020567106642795,0.30190052631504855,0.30220410205736425,0.2466924301921011
24,0.3008106002849648,0.2926630213336128,0.3025900681420452,0.28735305881497164,0.2858068481757711,0.304438860692963,0.2982241708732543,0.29645900361716643,0.30249014795282536,0.30223134302057575,0.3028550677488411,0.30767317488467977,0.29740491109852946,0.21304809603630495,0.30106912062496205,0.3005873546885815,0.23264233360701525,0.3027121074700027,0.3032038536281601,0.21808411928607724,0.30194865864050036,0.30187420151244043,0.30224770132632395,0.248157285630645
25,0.3001745057359655,0.3023868908682349,0.3023083193440688,0.27783074953471537,0.28012781723578384,0.30439053513495695,0.30388501433213216,0.301988325724783,0.3024122032026927,0.3026052873357516,0.302914648551985,0.30672533974771005,0.30505774960560933,0.20638922549565455,0.3011142398612366,0.3005858503945705,0.23964473707849404,0.3028725576476259,0.30328285936418586,0.2097205130627807,0.3020160382602338,0.30186672870170067,0.30177579975983787,0.25285038541049815
26,0.2985731103966584,0.3059553811824957,0.3020836820421553,0.27124782176764023,0.27599269173723057,0.30431853084871907,0.3051530436746947,0.30505185601630525,0.3023128935228988,0.30292027155635354,0.3031251854887894,0.3059536320583509,0.30676429608477623,0.2054684021392711,0.3013670905680755,0.3004990398553262,0.24841444485846642,0.3028373837719894,0.3033095915832037,0.2026733605503101,0.30204935402725763,0.3018077764105299,0.2995801109209235,0.2643741670281826
27,0.2947532066649757,0.30634112361149907,0.30191990240781624,0.2653798287735795,0.27202326091419293,0.304043603777864,0.3049585621097477,0.30565853720170966,0.302159282346832,0.30291314851284357,0.30315466345759423,0.3052778642258762,0.3065368740300209,0.2064968767299905,0.3016967467094942,0.30031199793532043,0.2571763861046203,0.3029260740060557,0.30329953796088943,0.19785754760120886,0.3020953176290574,0.30179325513205446,0.298018613446256,0.2785751560356549
28,0.2886549114524226,0.3058669357485176,0.30184643072661055,0.25890167993797053,0.2673828445415292,0.3035222425052936,0.30430533085720884,0.3055296932032691,0.3019702768517171,0.3027031249128878,0.30290573116588493,0.30454275483723614,0.30569094935640684,0.2085691692132006,0.3020321415063505,0.2998914914849455,0.26449479681739163,0.3031071888101335,0.30328903772940446,0.19486274532741774,0.3022235012405914,0.30178359792663007,0.29761089882464997,0.2936504746652856
29,0.2821535623401159,0.3053480548241902,0.3019139051239982,0.25145205991133157,0.26235602558841625,0.3028353899792932,0.30350958874881784,0.3052451378054446,0.3020111063789907,0.3026809771701917,0.30261209738824885,0.30368163509015705,0.3041820808065079,0.20628683197148778,0.30293701720003724,0.3035951226894173,0.2709575402496382,0.3034132639247506,0.3032236398543983,0.1937237539080152,0.3023895328512697,0.3018573631669571,0.30294324570120085,0.3042833224253064
30,0.2763000046753084,0.30498133080821827,0.30232694466163784,0.24585706491198017,0.261203092635993,0.302301905290539,0.30264597193405957,0.3050359657487122,0.30215633881111287,0.3032678073152986,0.30261421790595,0.3032894160753359,0.30322443959101886,0.20041934841715803,0.3041842756137282,0.30530706176343975,0.2787752761551863,0.304152042370377,0.3035873651178462,0.1970739465964631,0.30262922059716707,0.3018958669065112,0.3063935615862861,0.30713512708014445
31,0.27336591606511185,0.3045526082561596,0.3026833260665367,0.24240980236736742,0.262294125469988,0.3021832484627585,0.30183455147929455,0.3050120816192412,0.3021441262169497,0.3035516011086272,0.3028306883591828,0.30324135122435397,0.3025388152846609,0.1933201438576414,0.3049518137627155,0.3060526175667689,0.2883167560982119,0.3048073812057467,0.304066155919984,0.20275417716075622,0.30292530575575055,0.30166036649570804,0.3070917333245426,0.3069894149361062
32,0.273339545443318,0.3041055195299078,0.30283896034309854,0.24098555392875787,0.2641546935921062,0.3022669598538842,0.30120081930920806,0.305076074688691,0.30201567229393816,0.3032188950997677,0.30313721924532033,0.30337377645109354,0.30207813785406423,0.1864653947702617,0.3051067887929513,0.306238838190743,0.2995448119090651,0.30525997813300193,0.30433644250621217,0.21008201438156904,0.3030786264136098,0.30122793641778844,0.3069012575584923,0.30556801632476466
33,0.27465428405145015,0.30413153038803353,0.3029982566850343,0.24487616949252058,0.264207965149373,0.3026706283997684,0.3006145781133281,0.3051297149355271,0.30191709865873556,0.29714981516011263,0.30367003890988625,0.3039079485924448,0.30168210150849367,0.18045221207983522,0.30515074702119976,0.30629674837072446,0.3091656840700562,0.30572664313659137,0.3042686115916587,0.22110374514588346,0.29819013582044085,0.30145853832879976,0.30645314232505716,0.304104385056023
34,0.27534782108671807,0.3045859405956087,0.3031154755130696,0.2520543856046256,0.26375595736647867,0.3035447625494264,0.30035778140754615,0.3049259199905053,0.3019352817275701,0.2874998221491065,0.30410352281425246,0.30446426023787654,0.30118526519537964,0.1759467742570575,0.30499853265353033,0.30625492606723115,0.31025204068133283,0.30589883123971406,0.30438976853328087,0.23633874855136294,0.2951076917892111,0.3018469566857921,0.3055662458557456,0.3029288665865329
35,0.27749930559403535,0.30503177982759017,0.30313291728632674,0.2614580992251488,0.26251440617808947,0.3038727130958028,0.30066728368156803,0.3026661102828089,0.2986203350565424,0.2781293664619045,0.30382251048859726,0.30503254994973317,0.3005500336370634,0.1743461963775867,0.30493185408269313,0.3065554587479556,0.30182729469292896,0.3066753003850589,0.30369733629422513,0.2504550337655262,0.2923253137729746,0.3023576785540183,0.30506975078112886,0.30214169090759907
36,0.2807082394916833,0.30531508846107097,0.3029316142631997,0.27226522495495775,0.2605988855989678,0.30321095214844673,0.300929884734996,0.2982575494506115,0.2920210307583087,0.2687656841549533,0.30296882519706325,0.30564088070034384,0.3006622849206645,0.17411949239347138,0.3052445553173565,0.3071817094853545,0.2912932641420687,0.3071550235541951,0.30612755579666256,0.2531292342150005,0.2901067062970067,0.3028728657684459,0.30612950430404473,0.30177130803066254
37,0.28314679519819214,0.3054070441526265,0.3025568040613896,0.2838120382755807,0.2604930054019147,0.3027232919320575,0.30108733928384174,0.292690428826437,0.28711339726184226,0.26191569395705366,0.3022950452115635,0.30596137423207737,0.3008728753213672,0.17420129691703276,0.3052542049223473,0.3072206956770128,0.28145761073955,0.30690665332499295,0.30582151823305115,0.2596024662225268,0.2896076835588611,0.3031829332572033,0.3055250677727863,0.3018910158503758
38,0.2844126322404745,0.3052683518480293,0.3021959244627936,0.29611522088938086,0.2605874677680036,0.30239017182847194,0.3012506594995776,0.28636076297003404,0.28323547618313505,0.25623746988989393,0.30184838135195213,0.3058946954075582,0.3005814152803677,0.17465402019271722,0.3052088453686996,0.3067362101872602,0.2716569843958389,0.3063519660634591,0.30452571890261565,0.26927616477355637,0.2916290659203618,0.303127352390244,0.30425992522823503,0.3021962814953286
39,0.2848592358320615,0.3053190215811954,0.3017527630749585,0.3056980704150877,0.26053651918708676,0.3023816182238558,0.30149923382784893,0.2801812310004519,0.2802939942765701,0.25117194055595027,0.3016056724149571,0.3056353056203541,0.3002854443173856,0.1750046147152981,0.30522500990741996,0.30600507972981844,0.26204749553682744,0.30583724179703276,0.3029598316414337,0.2805481991373776,0.2964142627370532,0.302887615155459,0.30295193753550176,0.3025470814256091
40,0.28458112082578135,0.30569271861611913,0.30124731893765117,0.30757882906811457,0.26006756884123405,0.30292470030640717,0.30203266572061727,0.2752719716033726,0.27865008701708716,0.24635200608517704,0.301546408615195,0.3054379855681974,0.3006848351983997,0.17464774194612462,0.30530085066691093,0.30530752843906933,0.253459729698698,0.30546138688398194,0.30232817806458234,0.2915683460658451,0.30366459183319733,0.3027701332391398,0.3020432152219144,0.3026442965240246
41,0.28442254331122924,0.305925993738041,0.3003643879717073,0.3068577717248068,0.2598348191423029,0.30364959663314794,0.30291025546494205,0.27042475968908714,0.2776115707706146,0.24155240747179144,0.3016563487359915,0.30525218001158383,0.3009006632588529,0.17447218665600936,0.30505574491719273,0.3048828853416893,0.2509369516272649,0.30486731296527664,0.30172783672556597,0.3026822030453143,0.30626767276006467,0.30283747755729395,0.30145801762016566,0.30251298094299306
42,0.285479113759179,0.3060583961175935,0.29995004415779947,0.3054094948493876,0.25926689637887584,0.30417158609649625,0.3036388248369169,0.2669772072040481,0.27690116542395427,0.2370185988069958,0.30188529402561576,0.30497446019306923,0.30081923340906264,0.17536143166361506,0.3045227753802607,0.3045819600578532,0.25240725185481044,0.30405534267300843,0.30124847125715204,0.3067768113718037,0.3061898743785441,0.30278892303235666,0.3010735174276254,0.3025700880436923
43,0.28601576307653453,0.3059566716658386,0.30062770368850744,0.30399890018761794,0.258204023695332,0.3041955807304339,0.303920553111365,0.265859896114405,0.2762588431246606,0.23270266827964137,0.30225804496418807,0.3046321239881987,0.30059918047263384,0.17719552267883526,0.30393910133862945,0.30424689800886723,0.2553925041465503,0.30333124156903063,0.30044021377610475,0.3069986990583458,0.3054129098707221,0.3024613071993548,0.3007741749368475,0.3025126218144911
44,0.28617796655511196,0.3057163582511689,0.3008565464718217,0.3028138406924792,0.257083383619412,0.303782865758601,0.30377364060741463,0.2674356902102448,0.2755457103052742,0.2286756816133104,0.30274946797522323,0.30426598577316666,0.3003157656698666,0.17991703816820123,0.3034602560924966,0.30386736589334706,0.25872652527849616,0.30287526571505863,0.2984941243573588,0.30612217651185797,0.30462105240691384,0.30195084998652455,0.3005045435144836,0.30236628946658095
45,0.2853709865840179,0.3054312951704638,0.30089890573637545,0.30200583633942224,0.2558458593035438,0.3031383702403164,0.30344373433610006,0.27101565129498684,0.2746669958997211,0.2249308087685279,0.30331732509148684,0.30388961283387733,0.30007950948695356,0.18345309750859304,0.30313074794651956,0.3034636168803561,0.2624906997762752,0.3025981035003219,0.2955486712564766,0.3050759429780892,0.30384716109390814,0.30135848097748885,0.3001983440153712,0.30225281192259024
46,0.28330201225692586,0.3051694754881864,0.3008519662179624,0.30149863661380444,0.25484939540199175,0.3024425340925757,0.3030958148774417,0.275528588072768,0.2738010476916133,0.22149402692361958,0.3038994211993521,0.3035366397212275,0.29998490778610726,0.1877087696298713,0.3028614921098762,0.30305412027833056,0.2674941839497453,0.30244488985554646,0.29179983617089683,0.3041379803726088,0.3025605009149077,0.30067095128582944,0.3000240503849417,0.30222350597964204
47,0.27980456334881676,0.3048657462000233,0.3008429407039148,0.30111990058085114,0.2537782799356329,0.30181805147068114,0.302816763760798,0.28094756269715543,0.2731443591140213,0.21847672074761715,0.30439701075432707,0.30323351299110385,0.3001475396966068,0.1924288337362875,0.3025910126984338,0.30266184087094616,0.2736593545074991,0.3024290358246074,0.2876547074325317,0.30334209622919317,0.3006698391032851,0.2995673548734189,0.3003073848862577,0.30224824166869013
48,0.27491295803327775,0.3045537075569586,0.30088693541771755,0.3008493035696078,0.2530949669710503,0.301038711894036,0.3026391684937027,0.28713690858407404,0.272827997120772,0.21604946863911623,0.3047662288323172,0.3029571988246332,0.30030408910324663,0.197661327540801,0.3019377476710688,0.3023093800751517,0.2810719921315887,0.3022861690797115,0.28408879778492896,0.30271406293069647,0.29773265564327867,0.2984522599840143,0.30030746920356693,0.30234183101604223
49,0.26879231130429254,0.30427423587948504,0.3010159161955413,0.3007097558807842,0.25343159792310344,0.29937673858957287,0.30257526154144265,0.2947170037735726,0.2732520315560779,0.21443370277397092,0.30498413267760494,0.30271256112628386,0.30051572413386246,0.20323207603856297,0.3001364116492811,0.30200370470366006,0.2896333382476709,0.30175496845909916,0.28107288637688504,0.3022669545096362,0.2931077086878278,0.2977315544977906,0.3000239694081044,0.3024201461209013
50,0.2616599876067523,0.30402623413381247,0.3012948688410165,0.3007161921291072,0.2548097161387226,0.2970484888223824,0.30269837040896147,0.30364592972527993,0.27481711507169937,0.21376233470491882,0.3050277058219535,0.30249114503588687,0.30068576448799694,0.2092150970107051,0.29709705630786654,0.3016922018367689,0.29905405694678694,0.3005979352364548,0.2778492387314042,0.3019560393893841,0.2870066193051291,0.2969364273384187,0.29999751093158444,0.3024671259717164
51,0.2541006446622795,0.3040868117406173,0.3019372041650922,0.3008741683762167,0.2575347985019159,0.297905595905981,0.3030605067055516,0.30680735588842833,0.27739983022367337,0.2138929190467614,0.30475850062228205,0.3023497843893021,0.3007769927648386,0.21566603083896074,0.294178005602991,0.3006664514282842,0.308121476254464,0.2989788383115309,0.27364044916805236,0.30182239969073005,0.2813674758818821,0.2953512548490193,0.3006651472443755,0.3026230948515693
52,0.24576624870589492,0.30417092276291335,0.30290498233811375,0.30114801258865637,0.26172866164783726,0.30192592702529475,0.30315064866542657,0.307002846101813,0.2819614906962855,0.21407926782067954,0.3038903327911807,0.30228549992350146,0.3007937904339186,0.2226354790980956,0.2908248963506795,0.29937530244351973,0.30960014156193516,0.2985072410490611,0.26848390171747527,0.30197546666694425,0.27868553687076353,0.2939501115519519,0.3006869145293437,0.3028054623100849
53,0.23631291562663387,0.303998335312761,0.3039458233004518,0.3017431547435305,0.2698945153810739,0.30352285095392273,0.30302266880225104,0.30648605645237,0.2894105052144764,0.21395141196905978,0.3026284584283355,0.3023434247302679,0.3009457648877141,0.22932097172202934,0.2867395789378485,0.29901921939197573,0.30899099273576214,0.29613411336924145,0.2630796720976412,0.30215548238698176,0.2756800517323093,0.2952063955268474,0.30046082801489915,0.30281853571138845
54,0.22850755298726494,0.3033455955202786,0.3048805337962962,0.3023766347210427,0.27997032441533654,0.3035546419082335,0.3026821052698488,0.3059319560945512,0.2970809026717808,0.21365000728515307,0.3006702769917516,0.30184364378859413,0.3009547265571687,0.23662593272401436,0.2819108556128377,0.29984876344982475,0.3078382470281004,0.2915116860862601,0.25926257812212755,0.30245379448956683,0.27179299882499325,0.2994494922822981,0.2998890561011729,0.3009466796976366
55,0.2230001648846526,0.3024300292259319,0.30552726696922955,0.3029470199130443,0.29073011212318456,0.3029930113648553,0.3021863528096806,0.3054428069852776,0.30190981327532485,0.2120903500860767,0.2995811192146952,0.3017778794785243,0.3007723899656507,0.24389937829800004,0.27800807415678136,0.3021590871938233,0.30652333680135135,0.28602436073813503,0.25702923075311096,0.3027822599733059,0.2675298993875867,0.3047796146796343,0.29904970590568497,0.29819422452698713
56,0.2195801640692737,0.3014679607701876,0.3057902401940718,0.3035953475834347,0.3015746662584509,0.3023230381405307,0.30182773012823216,0.3048884910359941,0.30298078338270984,0.20988470848155905,0.2996788751382289,0.302138222692897,0.30047412810742286,0.2506177259299214,0.2785905250977267,0.3028375865802345,0.3053436248974935,0.28231031499464776,0.25626642633174745,0.3030992293361761,0.26455000558707953,0.30621249693132707,0.2980112105775079,0.29535235245446495
57,0.21805565788425052,0.30076479152525415,0.3058649391253604,0.3039127074184309,0.30568172794463655,0.3019361036028358,0.30210204032653204,0.30459394977336424,0.30299097055669294,0.2078356379584554,0.3007652577529952,0.3025146731311358,0.30015238422132556,0.2565559090723526,0.28014082448499,0.3030667333615767,0.30443943482800606,0.27983757480876986,0.2570157899972575,0.3033754225483499,0.26313118154709053,0.30638943397990515,0.29709744541135685,0.29304740296470244
58,0.21801834843688042,0.3004211820935096,0.3056830775461551,0.30386729429193554,0.306047965352995,0.3015979358378302,0.30241188697331084,0.3043806044639125,0.30292213900086123,0.20602006486025456,0.30125132379403396,0.30281669532054806,0.29986704629769106,0.26208848494790227,0.282058234252536,0.30295850501313604,0.3039112173723371,0.2781008125425665,0.25858226131768675,0.30358967844732015,0.26282791268533284,0.30621466042443213,0.2963433866576897,0.29149349205922676
59,0.2186944867455449,0.3003527455066971,0.30529648325359626,0.30363597513745993,0.30529763724958936,0.30128372476084675,0.30259754597742466,0.30415545977954866,0.30289093362484837,0.20441331579490252,0.30153080691629136,0.3030737640546107,0.29957404114007535,0.2675436117128919,0.2840769015718873,0.3024532577155069,0.3036025161799871,0.2767433565927792,0.26057756860440606,0.3037455424049438,0.2630506286193654,0.30591229678081294,0.2957314530099333,0.2903676095511166
60,0.21971026856392728,0.3005757400000028,0.3048354445578856,0.3033178564641808,0.304356872257943,0.30103818441161545,0.3027063183647694,0.30387682461564824,0.30288049375685316,0.2032023211074831,0.30183236817713877,0.3032635865423669,0.29922479193988033,0.2730926853984887,0.2863556510962161,0.3007768175607576,0.3033847495669249,0.2756415224855105,0.2625858945008696,0.3038612049129554,0.26362481345936223,0.3055637014983748,0.2952793903934433,0.2892728407314146
61,0.22085873193038077,0.3008662798496945,0.30439722878129405,0.30299551928518215,0.3035657131993333,0.3008580248371449,0.30275710390430866,0.30356936778865135,0.30288584934716545,0.20251736765470044,0.30217992449953696,0.3033452178468076,0.2987867652879438,0.2787104079326858,0.28893484178673207,0.29753876960866643,0.3032164972662109,0.27470024778392266,0.26436797505942333,0.30394191770007456,0.2645303381072012,0.3052169600833701,0.2949815845218833,0.28803283999488055
62,0.22193689154094395,0.3010477050264091,0.3040301075453952,0.3026790530384375,0.3030049447741532,0.3006964468850212,0.30275883915565255,0.3032967279471022,0.30291208635927336,0.202302684577182,0.3025285926441688,0.3033346228823759,0.2982857121989034,0.2842902191622679,0.2916606689609581,0.2929025799623082,0.3030711570688572,0.2738921735025658,0.2658313049794991,0.3039910830316717,0.265742880246831,0.3048706034285673,0.29481831574403317,0.28657083312450515
63,0.22280126466051806,0.3011727856124466,0.3037450267878488,0.30236149992682304,0.30265145997718634,0.30055297941051573,0.3027212273013049,0.30306312815876485,0.30295442542997086,0.2024256168033492,0.30282755127383426,0.30325978224517497,0.297768879444665,0.2897453379660048,0.2943510463657782,0.2872423890807551,0.30291401655301725,0.27318827154355546,0.2668973760570453,0.30400894476951884,0.2672028982800515,0.304524828923627,0.29476689800207145,0.28479260254886063
